song,artist,counter
Saturday Nights,Khalid & Kane Brown,"{'like': 17, 'nowhere': 15, 'care': 10, 'know': 9, 'thing': 7, 'parent': 6, 'em': 4, 'cause': 4, 'let': 3, 'gotta': 3, 'saturday': 2, 'night': 2, 'make': 2, 'light': 2, 'say': 2, 'never': 2, 'guess': 2, 'certain': 2, 'dream': 2, 'keep': 2, 'see': 2, 'rather': 2, 'blueberry': 1, 'cigarillos': 1, 'swishers': 1, 'throat': 1, 'hurt': 1, 'roll': 1, 'ocb': 1, 'side': 1, 'burn': 1, 'family': 1, 'feud': 1, 'mom': 1, 'confuse': 1, 'shit': 1, 'wanna': 1, 'learn': 1, 'daddy': 1, 'go': 1, 'home': 1, 'wishing': 1, 'bad': 1, 'gray': 1, 'silverado': 1, 'drive': 1, 'stay': 1, 'work': 1, 'late': 1, 'job': 1, 'hate': 1, 'fix': 1, 'makeup': 1, 'dirty': 1, 'bathroom': 1, 'love': 1, 'club': 1, 'get': 1, 'plan': 1, 'wrap': 1, 'rubber': 1, 'band': 1, 'lose': 1, 'right': 1, 'around': 1}"
Pure Cocaine,Lil Baby,"{'yeah': 11, 'brick': 10, 'get': 10, 'coupe': 10, 'brain': 10, 'thing': 10, 'make': 8, 'go': 8, 'every': 6, 'wrist': 5, 'like': 5, 'check': 5, 'forecast': 5, 'day': 5, 'gon': 5, 'rain': 5, 'whip': 5, 'shit': 5, 'pure': 5, 'cocaine': 5, 'street': 5, 'little': 5, 'sense': 5, 'worry': 5, 'bout': 5, 'new': 3, 'think': 3, 'ever': 3, 'put': 3, 'buy': 2, 'shoe': 2, 'tell': 2, 'know': 2, 'catch': 2, 'do': 2, 'bitch': 2, 'song': 2, 'see': 2, 'give': 2, 'damn': 2, 'dollar': 2, 'tag': 2, 'opposite': 2, 'shot': 2, 'brand': 1, 'kick': 1, 'rock': 1, 'stand': 1, 'close': 1, 'diamond': 1, 'kickbox': 1, 'red': 1, 'mean': 1, 'stop': 1, 'wish': 1, 'could': 1, 'keep': 1, 'wishin': 1, 'turn': 1, 'fiend': 1, 'tryna': 1, 'stuff': 1, 'much': 1, 'britches': 1, 'fuck': 1, 'friend': 1, 'difference': 1, 'never': 1, 'pop': 1, 'xan': 1, 'sip': 1, 'sizzurp': 1, 'gang': 1, 'fed': 1, 'move': 1, 'scream': 1, 'free': 1, 'ahks': 1, 'famgoon': 1, 'mama': 1, 'ten': 1, 'band': 1, 'send': 1, 'canc': 1, 'n': 1, 'crowd': 1, 'goin': 1, 'dumb': 1, 'fool': 1, 'come': 1, 'long': 1, 'way': 1, 'break': 1, 'share': 1, 'quarter': 1, 'million': 1, 'book': 1, 'bag': 1, 'era': 1, 'dope': 1, 'boy': 1, 'cap': 1, 'living': 1, 'best': 1, 'life': 1, 'real': 1, 'leave': 1, 'dealership': 1, 'work': 1, 'last': 1, 'knock': 1, 'toe': 1, 'home': 1, 'month': 1, 'ho': 1, 'mad': 1, 'need': 1, 'trap': 1, 'back': 1, 'jumped': 1, 'porch': 1, 'hundred': 1, 'slab': 1, 'bank': 1, 'vibe': 1, 'everything': 1, 'rid': 1, 'big': 1, 'dawg': 1, 'status': 1, 'gotta': 1, 'sell': 1, 'drug': 1, 'craft': 1, 'rap': 1, 'take': 1, 'g': 1, 'wagen': 1, 'key': 1, 'push': 1, 'start': 1, 'hit': 1, 'gas': 1, 'disappear': 1}"
This Is It,Scotty McCreery,"{'take': 7, 'talk': 4, 'forget': 4, 'time': 4, 'wait': 3, 'bout': 3, 'look': 3, 'see': 3, 'forever': 3, 'hand': 3, 'moment': 3, 'top': 3, 'world': 3, 'together': 3, 'ever': 3, 'perfect': 3, 'kiss': 3, 'wonder': 3, 'friend': 2, 'well': 2, 'right': 2, 'way': 1, 'mountains': 1, 'four': 1, 'thousand': 1, 'foot': 1, 'high': 1, 'trail': 1, 'tree': 1, 'cliff': 1, 'carolina': 1, 'meet': 1, 'sky': 1, 'oh': 1, 'view': 1, 'describe': 1, 'yet': 1, 'steps': 1, 'baby': 1, 'okay': 1, 'open': 1, 'eye': 1, 'girl': 1, 'know': 1, 'hold': 1, 'ring': 1, 'word': 1, 'say': 1, 'place': 1, 'get': 1, 'one': 1, 'knee': 1, 'walk': 1, 'aisle': 1, 'help': 1, 'smile': 1, 'surround': 1, 'family': 1, 'yeah': 1}"
My Strange Addiction,Billie Eilish,"{'strange': 9, 'addiction': 9, 'like': 7, 'bad': 4, 'know': 3, 'one': 3, 'doctor': 3, 'explain': 3, 'symptom': 3, 'pain': 3, 'tell': 3, 'learn': 2, 'scarn': 2, 'ask': 2, 'wanna': 2, 'take': 2, 'break': 2, 'want': 2, 'news': 2, 'u': 2, 'gonna': 2, 'lose': 2, 'powder': 2, 'fuse': 2, 'add': 2, 'friction': 2, 'really': 2, 'see': 2, 'michael': 2, 'movie': 2, 'ever': 2, 'pretty': 2, 'billy': 1, 'do': 1, 'dance': 1, 'since': 1, 'wife': 1, 'die': 1, 'whole': 1, 'crowd': 1, 'people': 1, 'need': 1, 'question': 1, 'lesson': 1, 'way': 1, 'long': 1, 'ago': 1, 'talkin': 1, 'belladonna': 1, 'shoulda': 1, 'oxford': 1, 'comma': 1, 'ya': 1, 'sorry': 1, 'think': 1, 'relieve': 1, 'get': 1, 'confidence': 1, 'back': 1, 'yeah': 1, 'amaze': 1, 'best': 1, 'life': 1, 'deadly': 1, 'fever': 1, 'please': 1, 'reliever': 1, 'cause': 1, 'self': 1, 'medicate': 1, 'burn': 1, 'gin': 1, 'put': 1, 'lip': 1, 'skin': 1, 'might': 1, 'ignite': 1, 'hurt': 1, 'hide': 1, 'kinda': 1, 'teh': 1, 'bite': 1, 'glass': 1, 'set': 1, 'fire': 1, 'crass': 1, 'wire': 1, 'nothing': 1, 'last': 1, 'could': 1, 'kiss': 1, 'motto': 1, 'enter': 1, 'festival': 1, 'carnival': 1, 'thought': 1, 'good': 1, 'reaction': 1, 'cool': 1, 'right': 1, 'um': 1, 'part': 1}"
Let Me Down Slowly,Alec Benjamin + Alessia Cara,"{'let': 28, 'slowly': 10, 'leave': 9, 'go': 8, 'wanna': 7, 'lonely': 7, 'baby': 7, 'please': 4, 'little': 4, 'stop': 4, 'fall': 4, 'cold': 3, 'could': 3, 'find': 3, 'way': 3, 'sympathy': 3, 'hope': 3, 'show': 3, 'cut': 2, 'throw': 2, 'waste': 2, 'dignity': 2, 'grace': 2, 'slip': 2, 'crack': 2, 'embrace': 2, 'night': 1, 'kingdom': 1, 'feel': 1, 'fade': 1, 'away': 1, 'kitchen': 1, 'bathroom': 1, 'sink': 1, 'step': 1, 'keep': 1, 'awake': 1, 'man': 1, 'hold': 1, 'piece': 1, 'know': 1, 'long': 1, 'take': 1, 'easy': 1, 'hurt': 1, 'girl': 1}"
Xanny,Billie Eilish,"{'xanny': 4, 'mmm': 4, 'nothing': 3, 'well': 3, 'ever': 3, 'ooh': 3, 'come': 3, 'hurt': 3, 'hmm': 3, 'must': 2, 'miss': 2, 'something': 2, 'keep': 2, 'intoxicate': 2, 'scar': 2, 'secondhand': 2, 'smoke': 2, 'still': 2, 'drink': 2, 'can': 2, 'coke': 2, 'need': 2, 'feel': 2, 'designate': 2, 'drive': 2, 'home': 2, 'one': 2, 'stone': 2, 'give': 2, 'like': 2, 'learn': 2, 'mistake': 2, 'without': 1, 'unstable': 1, 'bring': 1, 'ashtray': 1, 'table': 1, 'thing': 1, 'share': 1, 'check': 1, 'uber': 1, 'rating': 1, 'oh': 1, 'god': 1, 'wait': 1, 'wakin': 1, 'sundown': 1, 'late': 1, 'every': 1, 'party': 1, 'nobody': 1, 'sorry': 1, 'inebriate': 1, 'dance': 1, 'morning': 1, 'pretty': 1, 'head': 1, 'awfully': 1, 'bad': 1, 'make': 1, 'blame': 1, 'circumstance': 1, 'please': 1, 'try': 1, 'kiss': 1, 'sidewalk': 1, 'cigarette': 1, 'break': 1, 'afford': 1, 'love': 1, 'someone': 1, 'die': 1, 'silver': 1, 'lake': 1, 'doin': 1, 'learning': 1}"
One That Got Away,Michael Ray,"{'yeah': 23, 'hey': 19, 'one': 14, 'gonna': 13, 'get': 9, 'hell': 7, 'away': 7, 'mine': 6, 'might': 6, 'alright': 6, 'tonight': 4, 'decoratin': 3, 'car': 3, 'soon': 3, 'breakin': 3, 'heart': 3, 'wild': 3, 'horse': 3, 'beast': 3, 'burden': 3, 'borrow': 3, 'time': 3, 'rip': 3, 'kind': 3, 'label': 3, 'leavin': 3, 'string': 3, 'untie': 3, 'keepin': 3, 'tax': 3, 'free': 3, 'table': 3, 'okay': 3, 'hurt': 3, 'ha': 2, 'like': 2, 'picture': 1, 'airplane': 1, 'window': 1, 'always': 1, 'sunny': 1, 'cloud': 1, 'mouth': 1, 'full': 1, 'innuendo': 1, 'make': 1, 'sound': 1, 'innocent': 1, 'somehow': 1, 'hungry': 1, 'eye': 1, 'deny': 1, 'take': 1, 'church': 1, 'show': 1, 'light': 1, 'straight': 1, 'masterpiece': 1, 'way': 1, 'league': 1, 'hold': 1, 'trophy': 1, 'sit': 1, 'overthink': 1, 'tiger': 1, 'tail': 1, 'smile': 1, 'sink': 1, 'teeth': 1, 'leave': 1, 'scar': 1, 'story': 1, 'tell': 1, 'sting': 1, 'damn': 1, 'want': 1, 'honey': 1, 'sweet': 1, 'moment': 1}"
MIA,Bad Bunny Featuring Drake,"{'que': 26, 'lo': 22, 'yo': 20, 'yeh': 18, 'te': 16, 'eres': 15, 'dile': 10, 'cuando': 10, 'hac': 10, 'girl': 10, 'misma': 9, 'dec': 9, 'de': 7, 'know': 6, 'sabe': 6, 'give': 6, 'soy': 5, 'tu': 5, 'mi': 5, 'di': 4, 'dem': 4, 'ah': 4, 'cause': 4, 'la': 4, 'yuh': 4, 'baby': 3, 'beb': 3, 'todos': 3, 'wuh': 3, 'na': 3, 'tell': 3, 'remember': 3, 'bam': 3, 'like': 3, 'back': 3, 'las': 3, 'guess': 2, 'fi': 2, 'gyal': 2, 'bad': 2, 'bunny': 2, 'yeah': 2, 'n': 2, 'ti': 2, 'pero': 2, 'pa': 2, 'quieren': 2, 'probar': 2, 'saben': 2, 'e': 2, 'cualquiera': 2, 'okay': 2, 'todo': 2, 'en': 2, 'quiero': 2, 'get': 2, 'want': 2, 'work': 2, 'love': 2, 'make': 2, 'va': 2, 'dejen': 2, 'keep': 2, 'press': 2, 'estos': 2, 'los': 2, 'plo': 2, 'dweet': 2, 'seh': 2, 'rapido': 2, 'desde': 2, 'high': 2, 'el': 2, 'nike': 2, 'darte': 2, 'escalera': 2, 'bless': 1, 'ay': 1, 'second': 1, 'do': 1, 'right': 1, 'carry': 1, 'drake': 1, 'sp': 1, 'est': 1, 'pendiente': 1, 'puesta': 1, 'aj': 1, 'haciendo': 1, 'odien': 1, 'porque': 1, 'dejas': 1, 'llevar': 1, 'hoy': 1, 'voy': 1, 'buscar': 1, 'fan': 1, 'caminar': 1, 'doy': 1, 'hasta': 1, 'respirar': 1, 'contigo': 1, 'veo': 1, 'como': 1, 'espiral': 1, 'tirarnos': 1, 'foto': 1, 'se': 1, 'hagan': 1, 'viral': 1, 'sit': 1, 'weh': 1, 'see': 1, 'must': 1, 'fling': 1, 'timid': 1, 'anytime': 1, 'flip': 1, 'dip': 1, 'take': 1, 'limit': 1, 'tuyo': 1, 'diles': 1, 'conmigo': 1, 'tirarte': 1, 'rrr': 1, 'nadie': 1, 'tocarte': 1, 'biri': 1, 'eh': 1, 'member': 1, 'say': 1, 'key': 1, 'pull': 1, 'lock': 1, 'ship': 1, 'sea': 1, 'dock': 1, 'electric': 1, 'keely': 1, 'shock': 1, 'rack': 1, 'romeo': 1, 'santo': 1, 'bobo': 1, 'con': 1, 'forty': 1, 'espanto': 1, 'fool': 1, 'nuh': 1, 'treat': 1, 'put': 1, 'pon': 1, 'repeat': 1, 'sweet': 1, 'bus': 1, 'inna': 1, 'belly': 1, 'whole': 1, 'heap': 1, 'volcano': 1, 'blaze': 1, 'feel': 1, 'heat': 1, 'well': 1, 'caliente': 1, 'presidente': 1, 'excellente': 1, 'spread': 1, 'legs': 1, 'sheet': 1, 'century': 1, 'discreet': 1, 'mad': 1, 'people': 1, 'thing': 1, 'vibe': 1, 'dom': 1, 'da': 1, 'bomb': 1, 'night': 1, 'long': 1, 'yerno': 1, 'favorito': 1, 'to': 1, 'capo': 1, 'ten': 1, 'jordan': 1, 'dans': 1, 'bobos': 1, 'otra': 1, 'noche': 1, 'enteron': 1, 'recordar': 1, 'tiempos': 1, 'primero': 1, 'primera': 1}"
Tequila,Dan + Shay,"{'taste': 11, 'tequila': 11, 'ya': 11, 'baby': 7, 'need': 7, 'still': 4, 'see': 3, 'sorority': 3, 't': 3, 'shirt': 3, 'one': 3, 'wore': 3, 'sky': 3, 'high': 3, 'colorado': 3, 'lip': 3, 'press': 3, 'bottle': 3, 'swear': 3, 'bible': 3, 'never': 3, 'leave': 3, 'remember': 3, 'bad': 3, 'even': 3, 'drink': 2, 'fine': 2, 'cuttin': 2, 'floor': 2, 'love': 2, 'oh': 2, 'shut': 1, 'party': 1, 'hang': 1, 'anybody': 1, 'whiskey': 1, 'red': 1, 'wine': 1, 'champagne': 1, 'night': 1, 'little': 1, 'scotch': 1, 'rock': 1, 'kiss': 1, 'somebody': 1, 'brand': 1, 'new': 1, 'think': 1, 'show': 1, 'bar': 1, 'hear': 1, 'song': 1, 'car': 1, 'memory': 1, 'hit': 1, 'hard': 1, 'drunk': 1, 'thinkin': 1, 'yeah': 1, 'sink': 1, 'ooh': 1}"
Money,Cardi B,"{'money': 27, 'get': 16, 'like': 15, 'coupe': 14, 'need': 13, 'bitch': 12, 'band': 8, 'pop': 8, 'really': 6, 'bustin': 6, 'little': 6, 'as': 5, 'roof': 5, 'bad': 4, 'woo': 4, 'jet': 4, 'shake': 4, 'store': 4, 'cardi': 4, 'kulture': 4, 'look': 3, 'real': 3, 'big': 3, 'check': 3, 'flex': 3, 'neck': 3, 'boardin': 3, 'mornin': 3, 'sex': 3, 'nothing': 3, 'world': 3, 'wanna': 3, 'see': 3, 'touch': 3, 'shoot': 3, 'bow': 3, 'brrr': 3, 'shit': 3, 'yeah': 3, 'fine': 3, 'k': 3, 'niggas': 2, 'ten': 2, 'kiss': 2, 'eat': 2, 'born': 2, 'yes': 2, 'diamonds': 2, 'flow': 2, 'lil': 2, 'bag': 2, 'take': 2, 'cash': 2, 'fast': 2, 'baby': 2, 'bring': 2, 'go': 2, 'mommy': 2, 'ooh': 2, 'boom': 2, 'uh': 2, 'freak': 2, 'one': 2, 'ride': 1, 'dick': 1, 'tall': 1, 'heel': 1, 'fat': 1, 'large': 1, 'bill': 1, 'front': 1, 'flip': 1, 'cartwheel': 1, 'cold': 1, 'give': 1, 'broad': 1, 'chill': 1, 'different': 1, 'kill': 1, 'mouth': 1, 'feel': 1, 'grill': 1, 'car': 1, 'meal': 1, 'wheel': 1, 'gotta': 1, 'fly': 1, 'room': 1, 'leg': 1, 'cheese': 1, 'egg': 1, 'trouble': 1, 'brass': 1, 'knuckle': 1, 'scuffle': 1, 'hear': 1, 'bubble': 1, 'dasani': 1, 'drip': 1, 'clip': 1, 'walk': 1, 'follie': 1, 'thottie': 1, 'whip': 1, 'thick': 1, 'goddamn': 1, 'walkin': 1, 'past': 1, 'mirror': 1, 'damn': 1, 'let': 1, 'try': 1, 'hammer': 1, 'time': 1, 'whoever': 1, 'know': 1, 'people': 1, 'whose': 1, 'together': 1, 'okay': 1, 'da': 1, 'bet': 1, 'pajama': 1, 'leather': 1, 'black': 1, 'wakanda': 1, 'forever': 1, 'sweet': 1, 'honey': 1, 'bun': 1, 'spit': 1, 'tommy': 1, 'gun': 1, 'rollie': 1, 'come': 1, 'tip': 1, 'top': 1, 'ring': 1, 'kick': 1, 'rock': 1, 'sis': 1, 'mwah': 1, 'jump': 1, 'back': 1, 'ayy': 1, 'make': 1, 'nigga': 1, 'put': 1, 'dark': 1, 'uss': 1, 'gonna': 1, 'souffl': 1, 'bear': 1, 'diamond': 1, 'c': 1}"
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May","{'blue': 10, 'black': 9, 'yeah': 7, 'tear': 4, 'river': 4, 'push': 4, 'shove': 4, 'mean': 4, 'much': 4, 'joker': 3, 'jack': 3, 'match': 3, 'fire': 3, 'cold': 3, 'ice': 3, 'dead': 3, 'man': 3, 'touch': 3, 'whisper': 3, 'scream': 3, 'never': 3, 'change': 3, 'thing': 3, 'bring': 3, 'back': 3, 'ohh': 2, 'oh': 2, 'solo': 2, 'night': 1, 'fall': 1, 'alone': 1, 'skin': 1, 'chill': 1, 'bone': 1, 'turn': 1, 'ran': 1, 'slip': 1, 'right': 1, 'hand': 1, 'like': 1, 'k': 1, 'w': 1, 'blind': 1, 'see': 1, 'truth': 1, 'lie': 1, 'wrong': 1, 'undone': 1, 'hell': 1, 'naw': 1, 'well': 1, 'slipped': 1, 'tip': 1, 'tongue': 1, 'c': 1, 'mon': 1, 'brian': 1, 'may': 1}"
Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,"{'let': 15, 'time': 11, 'tellin': 9, 'lie': 9, 'three': 7, 'four': 7, 'yeah': 7, 'know': 7, 'double': 6, 'knew': 6, 'get': 5, 'hard': 4, 'five': 4, 'money': 4, 'life': 4, 'whole': 4, 'look': 4, 'run': 3, 'never': 3, 'humble': 3, 'u': 3, 'two': 3, 'dream': 3, 'come': 3, 'true': 3, 'diamond': 3, 'chain': 3, 'change': 3, 'leave': 3, 'mine': 3, 'fourteen': 2, 'game': 2, 'man': 2, 'young': 2, 'nigga': 2, 'shit': 2, 'bang': 2, 'dope': 2, 'mama': 2, 'see': 2, 'thang': 2, 'drive': 2, 'grow': 2, 'low': 2, 'tryna': 2, 'behind': 2, 'ironic': 2, 'drown': 2, 'hold': 2, 'jump': 2, 'ledge': 2, 'bring': 2, 'catch': 2, 'wall': 2, 'turn': 1, 'seven': 1, 'thing': 1, 'lord': 1, 'cold': 1, 'switch': 1, 'hoe': 1, 'big': 1, 'body': 1, 'take': 1, 'lane': 1, 'backseat': 1, 'blowin': 1, 'propane': 1, 'all': 1, 'black': 1, 'gold': 1, 'rich': 1, 'boss': 1, 'new': 1, 'sound': 1, 'like': 1, 'soul': 1, 'train': 1, 'tookie': 1, 'williams': 1, 'coltrane': 1, 'eric': 1, 'b': 1, 'rope': 1, 'rsc': 1, 'sure': 1, 'tiny': 1, 'locs': 1, 'go': 1, 'crazy': 1, 'bear': 1, 'smoke': 1, 'cocaine': 1, 'ever': 1, 'street': 1, 'cause': 1, 'short': 1, 'fuck': 1, 'age': 1, 'remind': 1, 'rapper': 1, 'drop': 1, 'dud': 1, 'quote': 1, 'part': 1, 'fade': 1, 'would': 1, 'stand': 1, 'front': 1, 'nix': 1, 'sack': 1, 'day': 1, 'bys': 1, 'road': 1, 'rage': 1, 'park': 1, 'hop': 1, 'learn': 1, 'level': 1, 'old': 1, 'school': 1, 'play': 1, 'jays': 1, 'make': 1, 'slow': 1, 'still': 1, 'slavin': 1, 'wage': 1, 'uh': 1, 'need': 1, 'woah': 1, 'wanna': 1, 'niggas': 1, 'talk': 1, 'shine': 1, 'might': 1, 'way': 1, 'post': 1, 'back': 1, 'bitch': 1, 'rag': 1, 'six': 1, 'deuce': 1, 'westside': 1, 'poster': 1, 'dealership': 1, 'bed': 1, 'legs': 1, 'tremblin': 1, 'gettin': 1, 'pendletons': 1, 'response': 1, 'reason': 1, 'exist': 1, 'lucky': 1, 'twist': 1, 'blue': 1, 'pager': 1, 'hip': 1, 'champagne': 1, 'spill': 1, 'car': 1, 'accelerate': 1, 'beat': 1, 'gon': 1, 'cry': 1, 'goin': 1, 'bank': 1, 'least': 1, 'handshake': 1, 'branch': 1, 'manager': 1, 'keep': 1, 'fly': 1, 'camera': 1, 'cut': 1}"
Undrunk,FLETCHER,"{'un': 27, 'could': 21, 'wish': 12, 'thing': 7, 'undo': 6, 'get': 5, 'little': 5, 'drunk': 5, 'call': 5, 'fuck': 5, 'morning': 4, 'would': 4, 'kiss': 3, 'room': 3, 'full': 3, 'stranger': 3, 'spite': 3, 'lose': 3, 'temper': 3, 'one': 3, 'love': 3, 'afraid': 2, 'touch': 2, 'photo': 2, 'use': 2, 'send': 2, 'delete': 2, 'keep': 2, 'secret': 2, 'crazy': 2, 'still': 2, 'burn': 2, 'much': 2, 'thought': 2, 'oh': 2, 'honestly': 1, 'party': 1, 'everyone': 1, 'shoulda': 1, 'go': 1, 'home': 1, 'sober': 1, 'cause': 1, 'first': 1, 'alone': 1, 'start': 1, 'squeeze': 1, 'lime': 1, 'ice': 1, 'drink': 1, 'juice': 1, 'hit': 1, 'cut': 1, 'finger': 1, 'turn': 1, 'light': 1, 'wanna': 1, 'face': 1, 'rebound': 1, 'weird': 1, 'come': 1, 'want': 1, 'know': 1, 'around': 1, 'haha': 1, 'hungry': 1, 'wasted': 1, 'hand': 1, 'shake': 1, 'cook': 1, 'spill': 1, 'hot': 1, 'water': 1, 'every': 1, 'emotion': 1, 'right': 1, 'sad': 1, 'broken': 1, 'like': 1, 'bottle': 1, 'floor': 1, 'buzz': 1, 'clean': 1, 'em': 1, 'ho': 1}"
Last Time That I Checc'd,Nipsey Hussle Featuring YG,"{'check': 27, 'last': 21, 'time': 21, 'game': 12, 'make': 10, 'set': 9, 'zone': 8, 'get': 8, 'nigga': 8, 'fuck': 7, 'checked': 6, 'sweat': 5, 'street': 5, 'self': 5, 'money': 5, 'come': 5, 'niggas': 5, 'end': 5, 'five': 4, 'chain': 4, 'neck': 4, 'smut': 4, 'rep': 4, 'sellin': 4, 'quarter': 4, 'mil': 4, 'voice': 4, 'west': 4, 'legendary': 4, 'progress': 4, 'first': 4, 'respect': 4, 'power': 4, 'hoe': 4, 'next': 4, 'gotta': 4, 'take': 4, 'charge': 3, 'whole': 3, 'shit': 3, 'em': 2, 'look': 2, 'play': 2, 'thing': 2, 'double': 2, 'city': 2, 'give': 2, 'do': 2, 'every': 2, 'like': 2, 'hard': 2, 'black': 2, 'owner': 2, 'win': 2, 'cause': 2, 'mission': 2, 'wanna': 2, 'really': 2, 'u': 2, 'nip': 2, 'tell': 2, 'bitch': 2, 'wear': 2, 'label': 2, 'let': 2, 'dribble': 1, 'sayin': 1, 'kill': 1, 'pop': 1, 'clutch': 1, 'switch': 1, 'lanes': 1, 'laid': 1, 'teach': 1, 'pay': 1, 'reinvest': 1, 'explain': 1, 'love': 1, 'run': 1, 'cuz': 1, 'piece': 1, 'monopoly': 1, 'board': 1, 'false': 1, 'claim': 1, 'fraud': 1, 'keep': 1, 'hood': 1, 'mouth': 1, 'tripled': 1, 'bang': 1, 'nobody': 1, 'trippin': 1, 'handle': 1, 'business': 1, 'digit': 1, 'drop': 1, 'know': 1, 'bout': 1, 'fly': 1, 'cosign': 1, 'need': 1, 'radio': 1, 'mine': 1, 'fine': 1, 'tribe': 1, 'level': 1, 'cross': 1, 'state': 1, 'line': 1, 'visionary': 1, 'either': 1, 'genius': 1, 'scary': 1, 'maybe': 1, 'balance': 1, 'deliver': 1, 'daily': 1, 'tryna': 1, 'feed': 1, 'baby': 1, 'single': 1, 'mama': 1, 'work': 1, 'miss': 1, 'payment': 1, 'dirty': 1, 'wash': 1, 'royalty': 1, 'statement': 1, 'powerful': 1, 'racist': 1, 'young': 1, 'makeshift': 1, 'garage': 1, 'penthouses': 1, 'car': 1, 'start': 1, 'curb': 1, 'server': 1, 'bos': 1, 'lift': 1, 'cigar': 1, 'drip': 1, 'face': 1, 'uh': 1, 'oh': 1, 'front': 1, 'back': 1, 'way': 1, 'fact': 1, 'facts': 1, 'real': 1, 'rap': 1, 'everybody': 1, 'act': 1, 'pro': 1, 'lie': 1, 'heard': 1, 'gutter': 1, 'middleman': 1, 'clothes': 1, 'ayy': 1, 'remember': 1, 'throw': 1, 'around': 1, 'played': 1, 'talk': 1, 'adrien': 1, 'broner': 1, 'secure': 1, 'though': 1, 'fold': 1, 'til': 1, 'big': 1, 'brother': 1, 'never': 1}"
There Was This Girl,Riley Green,"{'girl': 9, 'know': 4, 'still': 4, 'hand': 3, 'shootin': 3, 'grin': 3, 'mind': 3, 'world': 3, 'yeah': 3, 'never': 2, 'man': 2, 'could': 2, 'take': 2, 'ask': 2, 'get': 2, 'see': 2, 'anything': 2, 'say': 2, 'life': 2, 'play': 2, 'turnin': 2, 'old': 1, 'truck': 1, 'even': 1, 'run': 1, 'like': 1, 'well': 1, 'curve': 1, 'fast': 1, 'daddy': 1, 'pull': 1, 'ditch': 1, 'drink': 1, 'let': 1, 'trouble': 1, 'somethin': 1, 'fine': 1, 'doin': 1, 'make': 1, 'mine': 1, 'folk': 1, 'pick': 1, 'guitar': 1, 'livin': 1, 'road': 1, 'far': 1, 'tupelo': 1, 'front': 1, 'row': 1, 'beer': 1, 'little': 1, 'skynyrd': 1, 'sing': 1, 'along': 1, 'diamond': 1, 'ring': 1, 'cost': 1, 'much': 1, 'damn': 1, 'six': 1, 'month': 1, 'farm': 1, 'fore': 1, 'save': 1, 'drinkin': 1, 'buddy': 1, 'town': 1, 'wonderin': 1, 'ever': 1, 'settle': 1, 'holdin': 1, 'start': 1, 'together': 1, 'pullin': 1, 'straighten': 1, 'love': 1}"
My Bad,Khalid,"{'bad': 12, 'yeah': 9, 'blowin': 7, 'vibin': 7, 'silent': 7, 'wildin': 6, 'cool': 6, 'gotta': 6, 'put': 6, 'phone': 6, 'sign': 6, 'give': 5, 'love': 5, 'time': 4, 'followin': 4, 'say': 3, 'oh': 3, 'wanna': 2, 'mmm': 2, 'bag': 2, 'wrong': 2, 'count': 1, 'blown': 1, 'line': 1, 'mind': 1, 'lot': 1, 'lately': 1, 'leave': 1, 'extra': 1, 'behind': 1, 'know': 1, 'baby': 1, 'care': 1, 'argue': 1, 'worth': 1, 'go': 1, 'reachin': 1, 'text': 1, 'back': 1, 'cause': 1, 'workin': 1, 'ah': 1, 'alright': 1}"
Outta My Head,Khalid With John Mayer,"{'ooh': 42, 'woah': 42, 'head': 24, 'get': 13, 'outta': 10, 'yeah': 5, 'oh': 4, 'feel': 3, 'ready': 2, 'let': 2, 'cause': 2, 'day': 2, 'bright': 2, 'gotta': 2, 'keep': 2, 'near': 2, 'goin': 2, 'crazy': 2, 'love': 2, 'atmosphere': 2, 'air': 2, 'gettin': 2, 'hazy': 2, 'rain': 2, 'outside': 1, 'bring': 1, 'shot': 1, 'confetti': 1, 'night': 1, 'long': 1, 'take': 1, 'home': 1, 'promise': 1, 'forget': 1, 'lock': 1, 'door': 1, 'baby': 1, 'complain': 1, 'hit': 1, 'road': 1, 'racin': 1, 'make': 1, 'super': 1, 'impatient': 1, 'tension': 1, 'attention': 1, 'know': 1, 'friends': 1, 'rather': 1, 'together': 1, 'instead': 1, 'ah': 1}"
