song,artist,counter
Shallow,Lady Gaga & Bradley Cooper,"{'hallow': 2, 'happy': 1, 'hard': 1}"
Trust Issues,Drake,"{'drank': 4, 'wasted': 2, 'strong': 1, 'depend': 1, 'different': 1, 'live': 1, 'sit': 1, 'knew': 1, 'new': 1, 'excite': 1, 'create': 1}"
How About Now,Drake,"{'stuck': 8, 'remember': 3, 'big': 2, 'belongs': 2, 'delete': 1, 'thank': 1, 'focused': 1, 'new': 1, 'ask': 1, 'listen': 1}"
The Motion,Drake,"{'ooh': 12, 'seem': 1, 'attach': 1, 'write': 1, 'hear': 1}"
Dreams Money Can Buy,Drake,"{'ooh': 29, 'busy': 3, 'sit': 2, 'fresh': 1, 'pour': 1, 'send': 1, 'dangerous': 1, 'convenient': 1, 'comfortable': 1, 'swear': 1, 'hot': 1, 'new': 1, 'yelled': 1, 'got': 1, 'hard': 1, 'remain': 1, 'lose': 1, 'alive': 1, 'bring': 1}"
Club Paradise,Drake,"{'new': 4, 'believe': 4, 'remember': 4, 'become': 3, 'swear': 2, 'told': 2, 'live': 2, 'hear': 2, 'sure': 1, 'sincere': 1, 'forget': 1, 'long': 1, 'strange': 1, 'big': 1, 'lose': 1, 'bright': 1, 'used': 1, 'achieve': 1, 'bring': 1, 'surrounded': 1, 'listen': 1, 'ask': 1}"
Antisocial,Ed Sheeran & Travis Scott,"{'happen': 1, 'bring': 1, 'loud': 1, 'occupied': 1, 'ooh': 1, 'drown': 1, 'commit': 1, 'lose': 1}"
Fear Inoculum,Tool,"{'exhale': 4, 'bless': 3, 'exorcise': 3, 'long': 2, 'hear': 2, 'expel': 2, 'recast': 2, 'naive': 1, 'belong': 1, 'breathe': 1, 'inhale': 1, 'inoculated': 1, 'enumerate': 1, 'calculate': 1, 'grow': 1, 'evacuate': 1}"
Days In The East,Drake,"{'got': 1, 'hear': 1, 'told': 1, 'speak': 1, 'remember': 1, 'talked': 1, 'insecure': 1, 'mature': 1, 'lose': 1, 'long': 1}"
Before I Let Go,Beyonce,"{'ooh': 3, 'sure': 2, 'bring': 2, 'dirty': 2, 'happy': 1, 'forget': 1, 'foolish': 1, 'bright': 1, 'thank': 1, 'woo': 1}"
High Hopes,Panic! At The Disco,"{'live': 8, 'complicate': 2, 'fulfill': 1}"
Sicko Mode,Travis Scott,"{'some': 3, 'weak': 3, 'woo': 2, 'loose': 1, 'big': 1, 'different': 1, 'follow': 1, 'crept': 1, 'lose': 1, 'dizzy': 1, 'reboot': 1}"
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,"{'sure': 2, 'hear': 2, 'different': 1, 'understand': 1, 'spent': 1, 'quit': 1}"
Leave Me Alone,NF,"{'afraid': 4, 'woo': 4, 'remain': 3, 'different': 2, 'listen': 2, 'mental': 2, 'loosen': 2, 'shut': 2, 'ask': 2, 'closed': 1, 'gifted': 1, 'offend': 1, 'explain': 1, 'proud': 1, 'diagnose': 1, 'profound': 1, 'ruminate': 1, 'overwhelm': 1, 'difficult': 1, 'admit': 1, 'devote': 1, 'underrate': 1, 'overlooked': 1, 'decimate': 1, 'loud': 1, 'sit': 1, 'foreign': 1, 'avoid': 1, 'remember': 1, 'hung': 1, 'long': 1, 'seem': 1, 'bring': 1, 'forget': 1, 'aggressive': 1}"
The Search,NF,"{'lose': 2, 'powerful': 2, 'depend': 2, 'sorry': 1, 'loud': 1, 'new': 1, 'learn': 1, 'bring': 1, 'long': 1, 'roam': 1, 'admit': 1, 'condone': 1, 'write': 1, 'many': 1, 'dangerous': 1, 'drown': 1, 'forget': 1, 'critical': 1, 'typical': 1, 'political': 1, 'visual': 1, 'forgettable': 1, 'cinematic': 1, 'beautiful': 1, 'suffocate': 1, 'survive': 1, 'hovers': 1, 'relate': 1, 'woo': 1, 'meddle': 1, 'delicate': 1, 'relevant': 1, 'dependable': 1, 'genuine': 1, 'elegant': 1, 'afraid': 1, 'proper': 1, 'celebrate': 1, 'big': 1, 'predict': 1, 'resist': 1, 'enjoy': 1}"
MEGATRON,Nicki Minaj,"{'blunt': 2, 'tight': 1, 'excite': 1}"
All Day Long,Chance The Rapper Featuring John Legend,"{'long': 15, 'grateful': 2, 'thankful': 2, 'invent': 1, 'sit': 1, 'big': 1, 'grassless': 1, 'ask': 1, 'jumped': 1, 'mild': 1}"
Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,"{'remember': 7, 'disappear': 5, 'learn': 2, 'outgrow': 1, 'depend': 1, 'communicate': 1, 'many': 1}"
Cool,Jonas Brothers,"{'ooh': 6, 'new': 2, 'late': 1, 'complicate': 1, 'grow': 1}"
Nightmare,Halsey,"{'recognize': 6, 'realize': 6, 'pray': 2, 'owe': 2, 'aware': 2, 'tasted': 1, 'shatters': 1, 'speak': 1, 'breathe': 1, 'polite': 1, 'angry': 1, 'unaware': 1}"
Rumor,Lee Brice,"{'deny': 3, 'many': 1, 'shut': 1, 'honest': 1}"
Act Up,City Girls,"{'big': 5, 'dirty': 3, 'eat': 1, 'loud': 1, 'realest': 1, 'tired': 1, 'new': 1, 'random': 1, 'weak': 1, 'serious': 1, 'ask': 1, 'tight': 1, 'sit': 1, 'hard': 1}"
GIRL,Maren Morris,{'lose': 7}
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,"{'woo': 6, 'speak': 2, 'roam': 2, 'easy': 1, 'pare': 1, 'intelligent': 1, 'gentle': 1, 'all': 1}"
Middle Child,J. Cole,"{'dirty': 4, 'pour': 2, 'stuck': 2, 'long': 2, 'hard': 1, 'blunt': 1, 'sit': 1, 'quit': 1, 'coexist': 1, 'late': 1, 'slid': 1, 'grows': 1, 'destine': 1, 'erase': 1, 'different': 1, 'big': 1, 'remind': 1, 'honest': 1, 'many': 1, 'heal': 1, 'distort': 1, 'fail': 1, 'sure': 1, 'prevail': 1}"
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby","{'many': 4, 'big': 3, 'swear': 1, 'new': 1, 'behave': 1, 'send': 1, 'off': 1, 'please': 1, 'intelligent': 1, 'ask': 1, 'all': 1, 'remember': 1, 'acknowledge': 1, 'physical': 1}"
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare","{'remember': 3, 'unforgettable': 3, 'loose': 2, 'alive': 2, 'big': 2, 'pray': 1, 'bless': 1, 'leveled': 1, 'pour': 1, 'dim': 1, 'remind': 1, 'hear': 1, 'reincarnate': 1, 'afraid': 1, 'colonize': 1, 'televise': 1, 'multiply': 1, 'pressed': 1, 'lose': 1, 'ooh': 1}"
Pure Water,Mustard & Migos,"{'woo': 15, 'big': 10, 'afford': 8, 'pure': 4, 'eat': 2, 'many': 1, 'dismantle': 1, 'easy': 1, 'dirty': 1, 'prayed': 1, 'repent': 1, 'told': 1, 'spend': 1, 'rotate': 1}"
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,"{'remember': 8, 'big': 2, 'grow': 1, 'dismiss': 1, 'sing': 1, 'gifted': 1, 'numb': 1, 'mixed': 1, 'twisted': 1, 'become': 1, 'prevail': 1, 'quit': 1, 'forgot': 1, 'fresh': 1, 'bring': 1, 'sober': 1}"
Walk Me Home,P!nk,"{'ooh': 10, 'late': 1, 'alive': 1}"
Look What God Gave Her,Thomas Rhett,"{'ooh': 6, 'swear': 3, 'answered': 3, 'got': 3, 'hypnotize': 1, 'heard': 1, 'sing': 1, 'hot': 1, 'lose': 1, 'wide': 1}"
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,"{'loaded': 3, 'strange': 1, 'weak': 1, 'hot': 1, 'beg': 1, 'please': 1}"
Like A Rodeo,Kane Brown,"{'become': 3, 'obsessed': 3, 'long': 2, 'dangerous': 1, 'easy': 1, 'hot': 1}"
Spirit,Beyonce,"{'hear': 4, 'happens': 1, 'become': 1}"
Best Part Of Me,Ed Sheeran Featuring YEBBA,"{'thin': 2, 'pure': 1, 'insecure': 1, 'fluctuate': 1, 'inked': 1, 'forget': 1, 'lose': 1}"
Wake Up,Travis Scott,"{'hot': 4, 'please': 2, 'different': 1, 'decide': 1, 'live': 1, 'alive': 1}"
Eastside,"benny blanco, Halsey & Khalid","{'new': 2, 'different': 2, 'grow': 1, 'believe': 1, 'late': 1, 'used': 1}"
Look Back At It,A Boogie Wit da Hoodie,"{'new': 2, 'speak': 1, 'hard': 1, 'different': 1, 'admit': 1}"
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy","{'tighten': 7, 'big': 2, 'dirty': 1, 'bored': 1, 'clearer': 1, 'slow': 1, 'bury': 1, 'covered': 1, 'long': 1, 'enrol': 1, 'rhyming': 1, 'ooh': 1, 'sure': 1, 'tattooed': 1, 'spend': 1, 'new': 1, 'righteous': 1}"
Good As You,Kane Brown,{'unsaid': 4}
Costa Rica,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God","{'big': 13, 'relax': 1, 'follow': 1, 'hear': 1, 'new': 1, 'tight': 1, 'argue': 1, 'appear': 1, 'near': 1, 'balled': 1, 'hot': 1, 'live': 1, 'forget': 1, 'flew': 1, 'ask': 1, 'suffer': 1, 'write': 1, 'got': 1, 'grow': 1, 'conquer': 1, 'confirm': 1, 'concerned': 1, 'earn': 1}"
Out The Mud,Lil Baby Featuring Future,"{'different': 6, 'rid': 2, 'new': 2, 'ooh': 2, 'beg': 1, 'big': 1, 'quit': 1}"
Girls Need Love,Summer Walker X Drake,"{'hear': 1, 'breathe': 1, 'heal': 1, 'please': 1, 'ooh': 1}"
Mother's Daughter,Miley Cyrus,"{'ooh': 6, 'nasty': 5, 'hot': 1}"
Ocean Eyes,Billie Eilish,{'careful': 1}
Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,"{'told': 1, 'distant': 1, 'weigh': 1, 'liberate': 1, 'reciprocate': 1, 'follow': 1, 'happy': 1, 'happen': 1, 'hard': 1}"
Homicide,Logic Featuring Eminem,"{'hear': 3, 'learn': 3, 'slow': 3, 'sorry': 2, 'many': 2, 'happen': 2, 'grown': 1, 'quit': 1, 'gifted': 1, 'become': 1, 'harder': 1, 'follow': 1, 'hard': 1, 'big': 1, 'ooh': 1, 'forget': 1, 'prouder': 1, 'please': 1, 'respond': 1, 'deserve': 1, 'near': 1, 'bury': 1, 'warn': 1}"
Please Me,Cardi B & Bruno Mars,"{'please': 21, 'hear': 14, 'woo': 7, 'ooh': 4, 'slow': 2, 'soft': 2, 'bring': 1, 'celebrate': 1, 'eat': 1, 'demonstrate': 1, 'levitate': 1}"
When I Grow Up,NF,"{'grow': 9, 'believe': 2, 'understand': 2, 'sing': 2, 'woo': 2, 'hard': 1, 'succeed': 1, 'admit': 1, 'weak': 1, 'realistic': 1, 'forget': 1, 'happy': 1, 'overdone': 1, 'oversee': 1, 'sorry': 1, 'sad': 1, 'meant': 1, 'hear': 1, 'up': 1, 'forgive': 1, 'write': 1}"
Eyes On You,Chase Rice,"{'remember': 2, 'big': 1, 'driven': 1}"
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo","{'woo': 16, 'big': 4, 'easy': 2, 'spend': 1, 'lose': 1, 'drank': 1, 'send': 1, 'sorry': 1, 'froze': 1, 'sure': 1, 'rode': 1, 'bring': 1, 'futuristic': 1}"
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,"{'realize': 2, 'happen': 1, 'please': 1, 'met': 1}"
Here With Me,Marshmello Featuring CHVRCHES,"{'hear': 2, 'speak': 1, 'harder': 1, 'breathe': 1, 'hard': 1}"
Love Someone,Brett Eldredge,"{'sure': 6, 'tight': 3, 'understand': 3, 'sit': 2, 'weak': 1, 'suppose': 1}"
Big Ole Freak,Megan Thee Stallion,"{'ooh': 16, 'big': 5, 'addictive': 2, 'understand': 2, 'crave': 2, 'woo': 1, 'offend': 1, 'shut': 1, 'listen': 1}"
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih","{'loyal': 5, 'understand': 2, 'ooh': 1, 'beautiful': 1, 'admit': 1, 'different': 1, 'speak': 1, 'optimistic': 1, 'new': 1, 'chasing': 1, 'bring': 1, 'suppose': 1, 'complain': 1, 'happy': 1, 'grow': 1, 'pour': 1, 'long': 1, 'ask': 1}"
Omerta,Drake,"{'send': 4, 'different': 2, 'obvious': 1, 'happy': 1, 'seem': 1, 'peaceful': 1, 'continue': 1, 'rode': 1, 'hot': 1, 'grateful': 1, 'thankful': 1, 'lend': 1, 'physical': 1, 'marry': 1, 'biblical': 1, 'digital': 1, 'slept': 1, 'dangerous': 1, 'many': 1, 'protect': 1, 'unsettling': 1}"
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,"{'knew': 2, 'sprung': 1, 'comfortable': 1, 'prefer': 1, 'woo': 1, 'broken': 1, 'complete': 1}"
When The Party's Over,Billie Eilish,"{'learn': 1, 'lose': 1, 'afford': 1}"
Envy Me,Calboy,"{'pray': 3, 'bleed': 3, 'remember': 1, 'hard': 1, 'spend': 1}"
Miss Me More,Kelsea Ballerini,"{'forget': 6, 'forgot': 3, 'lose': 2, 'retire': 1, 'taller': 1, 'hard': 1, 'wanted': 1, 'believe': 1}"
Sanctuary,Joji,"{'awake': 1, 'long': 1}"
Rescue Me,Marshmello Featuring A Day To Remember,"{'fresh': 1, 'lose': 1, 'strung': 1, 'hopeless': 1, 'alive': 1, 'got': 1}"
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,"{'new': 4, 'pray': 3, 'imagine': 3, 'rid': 2, 'lurk': 1, 'prevail': 1, 'knew': 1, 'rebuild': 1, 'send': 1, 'foolish': 1, 'nominate': 1, 'reappear': 1, 'live': 1, 'grow': 1, 'forget': 1, 'connects': 1, 'bleed': 1, 'invest': 1, 'learn': 1, 'expect': 1, 'lose': 1}"
Beautiful Crazy,Luke Combs,"{'beautiful': 7, 'amaze': 3, 'afraid': 3, 'asleep': 1, 'unpredictable': 1, 'unforgettable': 1, 'unusual': 1, 'unbelievable': 1}"
Close Friends,Lil Baby,"{'remember': 2, 'lose': 2, 'unthinkable': 2, 'sorry': 2, 'wicked': 1, 'approached': 1, 'knew': 1, 'involve': 1, 'speak': 1, 'sure': 1, 'late': 1, 'new': 1, 'ran': 1}"
Bury A Friend,Billie Eilish,"{'bury': 6, 'asleep': 3, 'satisfactory': 1, 'drown': 1, 'listen': 1, 'expect': 1, 'connect': 1, 'knew': 1, 'expensive': 1, 'loud': 1, 'owe': 1, 'froze': 1, 'careful': 1}"
Put A Date On It,Yo Gotti Featuring Lil Baby,"{'dirty': 2, 'quit': 2, 'woo': 1, 'soft': 1, 'many': 1, 'stuck': 1, 'realer': 1, 'swear': 1, 'murked': 1}"
Heaven,Avicii,"{'pray': 2, 'died': 2, 'beautiful': 2, 'alight': 2, 'lose': 2, 'broken': 1, 'ooh': 1}"
Please Tell Me,Future,"{'please': 80, 'big': 8, 'hard': 3, 'drank': 2, 'new': 1, 'got': 1, 'long': 1, 'tight': 1}"
On My Way To You,Cody Johnson,"{'lose': 2, 'drank': 1, 'thank': 1}"
XanaX Damage,Future,"{'depress': 2, 'confess': 2, 'depressed': 1, 'hard': 1, 'exist': 1}"
Government Official,Future,"{'spend': 2, 'emotional': 2, 'please': 1, 'tend': 1, 'drank': 1, 'understand': 1, 'conquer': 1, 'hot': 1}"
Murder On My Mind,YNW Melly,"{'tend': 1, 'loud': 1, 'heal': 1, 'understand': 1, 'tricking': 1, 'mixed': 1, 'traumatize': 1, 'reload': 1, 'afraid': 1, 'late': 1, 'bake': 1, 'bleed': 1}"
Isis,Joyner Lucas Featuring Logic,"{'woo': 12, 'deserve': 2, 'mental': 1, 'kidnap': 1, 'remember': 1, 'abducted': 1, 'hungry': 1, 'psychiatric': 1, 'believe': 1, 'perceive': 1, 'heal': 1, 'hot': 1, 'listen': 1, 'obvious': 1, 'ask': 1, 'send': 1, 'commit': 1, 'thank': 1}"
Boy With Luv,BTS Featuring Halsey,"{'ooh': 27, 'listen': 2, 'strong': 2, 'long': 1}"
Shut Up About Politics,John Rich Featuring The Five,"{'shut': 12, 'big': 6, 'dirty': 5, 'caught': 1, 'new': 1, 'long': 1}"
Under Enemy Arms,Trippie Redd,"{'sad': 4, 'foreign': 1, 'live': 1, 'scarred': 1, 'armed': 1}"
Night Shift,Jon Pardi,{}
A Lot,21 Savage,"{'many': 41, 'pray': 5, 'alive': 1, 'write': 1, 'lose': 1, 'stopped': 1, 'up': 1, 'big': 1, 'seem': 1, 'aware': 1, 'speak': 1, 'told': 1, 'new': 1, 'wondering': 1, 'bless': 1}"
Thotiana,Blueface,"{'slow': 8, 'hear': 1}"
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,"{'pregnant': 1, 'slim': 1, 'rode': 1, 'proud': 1, 'learn': 1, 'hard': 1, 'bald': 1}"
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,"{'easy': 4, 'admit': 4, 'conspicuous': 3, 'different': 3, 'new': 3, 'knew': 1}"
Don't Call Me Up,Mabel,"{'stronger': 3, 'ooh': 3, 'bright': 1, 'hot': 1, 'lose': 1, 'listen': 1}"
Earth,Lil Dicky,"{'live': 2, 'advanced': 1, 'disgruntle': 1, 'forgive': 1, 'hear': 1, 'long': 1, 'beautiful': 1, 'woo': 1, 'eat': 1, 'built': 1, 'heard': 1, 'listen': 1, 'many': 1, 'warm': 1}"
Paradise,Bazzi,"{'alive': 4, 'pour': 4, 'late': 2, 'swear': 2, 'insecure': 2, 'deny': 1, 'ooh': 1}"
Girls Like You,Maroon 5 Featuring Cardi B,"{'spent': 4, 'ooh': 2, 'spend': 1, 'late': 1, 'alive': 1}"
I Think,"Tyler, The Creator","{'pour': 1, 'sorry': 1, 'shut': 1}"
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,"{'lose': 31, 'celebrate': 18, 'ooh': 3, 'tend': 1, 'eat': 1, 'stuck': 1, 'swear': 1, 'believe': 1, 'dedicate': 1, 'outgrow': 1, 'faded': 1, 'pour': 1, 'big': 1, 'continue': 1}"
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean","{'follow': 2, 'sure': 1, 'sad': 1, 'brighter': 1, 'bring': 1, 'relate': 1, 'fresh': 1, 'rearrange': 1, 'migrate': 1, 'spend': 1, 'hear': 1, 'listen': 1, 'scared': 1}"
Running Out Of Time,"Tyler, The Creator",{'lose': 1}
Igor's Theme,"Tyler, The Creator","{'got': 9, 'ooh': 1}"
New Magic Wand,"Tyler, The Creator","{'new': 13, 'please': 8, 'eat': 2, 'joyous': 1, 'develop': 1, 'woo': 1, 'selfish': 1, 'mixed': 1, 'sure': 1, 'evaporate': 1, 'celebrate': 1, 'write': 1, 'live': 1, 'except': 1, 'depend': 1, 'understand': 1, 'admit': 1}"
A Boy Is A Gun,"Tyler, The Creator","{'dangerous': 7, 'big': 2, 'aggressive': 1, 'near': 1, 'depend': 1}"
What's Good,"Tyler, The Creator","{'new': 4, 'hard': 3, 'believe': 2, 'ask': 1, 'turned': 1, 'big': 1, 'caught': 1, 'hot': 1, 'expect': 1, 'hear': 1, 'woo': 1, 'haired': 1, 'alive': 1, 'deliver': 1, 'shut': 1, 'loud': 1, 'hoping': 1}"
Puppet,"Tyler, The Creator","{'long': 5, 'breathe': 5, 'loose': 2, 'live': 1, 'financial': 1, 'parasitic': 1, 'lose': 1}"
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,"{'live': 3, 'pray': 3, 'sit': 2, 'big': 1, 'forgive': 1, 'bring': 1, 'rid': 1, 'believe': 1, 'remember': 1, 'lose': 1, 'heard': 1}"
Here Tonight,Brett Young,"{'lose': 4, 'tight': 3, 'please': 1, 'linger': 1}"
Be Alright,Dean Lewis,"{'easy': 3, 'forget': 2, 'heals': 2, 'sad': 1, 'send': 1, 'delete': 1, 'touched': 1, 'seem': 1}"
Drip Too Hard,Lil Baby & Gunna,"{'hard': 7, 'drown': 5, 'long': 4, 'slayed': 4, 'big': 1, 'new': 1, 'many': 1, 'harass': 1}"
"Thank U, Next",Ariana Grande,"{'thank': 38, 'taught': 6, 'grateful': 5, 'amaze': 3, 'amazing': 2, 'lose': 2, 'write': 1, 'listen': 1, 'thankful': 1, 'spend': 1, 'grow': 1, 'forbid': 1, 'happens': 1, 'learn': 1, 'turned': 1}"
Make It Sweet,Old Dominion,"{'stuck': 2, 'long': 1}"
Shot Clock,Ella Mai,"{'seem': 2, 'pressed': 1, 'tired': 1, 'entertain': 1, 'compose': 1}"
I'm So Tired...,Lauv & Troye Sivan,"{'strong': 1, 'lose': 1, 'tired': 1}"
You Should See Me In A Crown,Billie Eilish,"{'bide': 1, 'warn': 1, 'vandalize': 1}"
SOS,Avicii Featuring Aloe Blacc,"{'hear': 2, 'rob': 1, 'bleed': 1}"
Wish You Were Gay,Billie Eilish,"{'understand': 1, 'long': 1, 'suppose': 1, 'prefer': 1, 'sexual': 1, 'selfish': 1}"
That's A Rack,Lil Uzi Vert,"{'attach': 15, 'new': 3, 'addictive': 1, 'got': 1, 'sicker': 1, 'many': 1, 'relax': 1, 'tight': 1}"
Rule The World,2 Chainz Featuring Ariana Grande,"{'realize': 6, 'used': 3, 'prepare': 2, 'different': 1, 'got': 1, 'please': 1, 'long': 1, 'prepared': 1, 'happy': 1, 'rode': 1, 'sorry': 1, 'pray': 1}"
Die Young,Roddy Ricch,"{'stood': 3, 'judged': 3, 'caught': 1, 'happen': 1, 'slow': 1, 'ran': 1}"
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,"{'stubborn': 2, 'sorry': 1}"
You Say,Lauren Daigle,"{'believe': 12, 'strong': 3, 'weak': 3, 'belong': 3, 'remind': 1}"
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,"{'deserve': 3, 'big': 3, 'dirty': 2, 'swear': 2, 'got': 1, 'new': 1, 'rob': 1, 'hot': 1, 'used': 1, 'long': 1, 'up': 1, 'live': 1, 'amaze': 1}"
Power Is Power,"SZA, The Weeknd & Travis Scott","{'slow': 5, 'breathe': 3, 'become': 1, 'weak': 1, 'bleed': 1, 'bless': 1, 'hotter': 1, 'drown': 1, 'colder': 1, 'slay': 1, 'wore': 1, 'erase': 1, 'ooh': 1}"
Middle Child,PnB Rock & XXXTENTACION,"{'lurk': 4, 'swear': 3, 'new': 2, 'slow': 1, 'froze': 1}"
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,"{'long': 3, 'hard': 3, 'sews': 1, 'strong': 1, 'forget': 1}"
Faucet Failure,Ski Mask The Slump God,"{'big': 4, 'new': 4, 'demolish': 2, 'hotter': 1, 'remember': 1, 'happy': 1, 'please': 1, 'different': 1}"
Youngblood,5 Seconds Of Summer,"{'ooh': 7, 'remember': 1, 'believe': 1}"
Floating,ScHoolboy Q Featuring 21 Savage,"{'learn': 2, 'woo': 1, 'bring': 1, 'fail': 1, 'late': 1, 'emotional': 1, 'motional': 1, 'suppose': 1, 'new': 1, 'big': 1, 'blunt': 1, 'broke': 1, 'solve': 1, 'milles': 1, 'represent': 1, 'richer': 1, 'up': 1}"
CHopstix,ScHoolboy Q + Travis Scott,"{'ooh': 13, 'spent': 3, 'validate': 1, 'loud': 1, 'secure': 1, 'chose': 1, 'pray': 1}"
Light It Up,"Marshmello, Tyga & Chris Brown","{'ooh': 5, 'loose': 2, 'live': 1, 'eat': 1, 'hear': 1, 'balanced': 1, 'backward': 1}"
Numb Numb Juice,ScHoolboy Q,"{'numb': 4, 'woo': 2, 'recline': 1, 'remind': 1, 'big': 1, 'slid': 1, 'scram': 1, 'up': 1, 'got': 1, 'pure': 1, 'subtract': 1}"
Love Me Anyway,P!nk Featuring Chris Stapleton,"{'lose': 2, 'scandalize': 1, 'criticize': 1, 'ooh': 1}"
Stop Snitching,YG,"{'caught': 2, 'contemplate': 2, 'cooperate': 1, 'operate': 1, 'bleed': 1, 'swear': 1}"
Kill This Love,BLACKPINK,"{'sorry': 5, 'sad': 2, 'thank': 1, 'owe': 1, 'got': 1, 'dangerous': 1, 'commit': 1}"
Better Now,Post Malone,"{'big': 2, 'believe': 1, 'forget': 1, 'seem': 1, 'broken': 1, 'foreign': 1, 'swear': 1}"
Bad Liar,Imagine Dragons,"{'believe': 6, 'erase': 4, 'please': 2, 'difficult': 1, 'breathe': 1}"
Slide,French Montana Featuring Blueface & Lil Tjay,"{'big': 7, 'slim': 3, 'bright': 2, 'hear': 1, 'ooh': 1}"
Saturday Nights,Khalid & Kane Brown,"{'confuse': 1, 'learn': 1, 'late': 1, 'dirty': 1, 'lose': 1}"
Pure Cocaine,Lil Baby,"{'pure': 5, 'new': 3, 'send': 1, 'long': 1, 'jumped': 1, 'rid': 1, 'big': 1, 'disappear': 1}"
This Is It,Scotty McCreery,"{'forget': 4, 'describe': 1}"
My Strange Addiction,Billie Eilish,"{'strange': 9, 'explain': 3, 'learn': 2, 'ask': 2, 'lose': 2, 'long': 1, 'sorry': 1, 'relieve': 1, 'amaze': 1, 'please': 1, 'medicate': 1, 'ignite': 1, 'enter': 1}"
Let Me Down Slowly,Alec Benjamin + Alessia Cara,"{'please': 4, 'awake': 1, 'long': 1, 'easy': 1}"
Xanny,Billie Eilish,"{'ooh': 3, 'intoxicate': 2, 'designate': 2, 'learn': 2, 'unstable': 1, 'bring': 1, 'late': 1, 'sorry': 1, 'please': 1, 'afford': 1}"
One That Got Away,Michael Ray,"{'borrow': 3, 'untie': 3, 'hungry': 1, 'deny': 1, 'sit': 1}"
MIA,Bad Bunny Featuring Drake,"{'remember': 3, 'bless': 1, 'viral': 1, 'sit': 1, 'discreet': 1, 'long': 1}"
Tequila,Dan + Shay,"{'wore': 3, 'swear': 3, 'remember': 3, 'shut': 1, 'new': 1, 'hear': 1, 'hard': 1, 'ooh': 1}"
Money,Cardi B,"{'woo': 4, 'big': 3, 'eat': 2, 'bring': 2, 'ooh': 2, 'different': 1, 'hear': 1}"
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May","{'bring': 3, 'ran': 1, 'undone': 1, 'slipped': 1}"
Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,"{'knew': 6, 'hard': 4, 'humble': 3, 'grow': 2, 'drown': 2, 'bring': 2, 'big': 1, 'all': 1, 'new': 1, 'sure': 1, 'remind': 1, 'learn': 1, 'slow': 1, 'exist': 1, 'accelerate': 1}"
Undrunk,FLETCHER,"{'undo': 6, 'lose': 3, 'afraid': 2, 'send': 2, 'delete': 2, 'sober': 1, 'hungry': 1, 'wasted': 1, 'hot': 1, 'sad': 1, 'broken': 1}"
Last Time That I Checc'd,Nipsey Hussle Featuring YG,"{'checked': 6, 'hard': 2, 'laid': 1, 'explain': 1, 'false': 1, 'tripled': 1, 'cosign': 1, 'deliver': 1, 'dirty': 1, 'powerful': 1, 'heard': 1, 'remember': 1, 'played': 1, 'secure': 1, 'big': 1}"
There Was This Girl,Riley Green,"{'ask': 2, 'sing': 1, 'straighten': 1}"
My Bad,Khalid,"{'blown': 1, 'argue': 1}"
Outta My Head,Khalid With John Mayer,"{'ooh': 42, 'bright': 2, 'near': 2, 'bring': 1, 'long': 1, 'forget': 1, 'complain': 1, 'impatient': 1}"
Monopoly,Ariana Grande & Victoria Monet,"{'protective': 3, 'ooh': 2, 'remember': 1, 'thankful': 1}"
Don't Pretend,Khalid x SAFE,"{'alive': 8, 'lose': 2, 'heard': 2, 'hear': 2, 'remember': 1, 'soft': 1, 'wanting': 1, 'hard': 1}"
Bad Luck,Khalid,"{'attach': 2, 'surrounded': 1, 'depends': 1}"
