,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
22,"[{'label': 'anger', 'score': 0.7277491688728333}]","[{'label': 'joy', 'score': 0.6220307946205139}]","[{'label': 'anger', 'score': 0.4341162145137787}]","[{'label': 'joy', 'score': 0.6927279233932495}]","[{'label': 'anger', 'score': 0.44255223870277405}]","[{'label': 'anger', 'score': 0.45345237851142883}]","[{'label': 'fear', 'score': 0.6918137669563293}]","[{'label': 'anger', 'score': 0.85953289270401}]","[{'label': 'anger', 'score': 0.7136819362640381}]","[{'label': 'anger', 'score': 0.6530293822288513}]","[{'label': 'anger', 'score': 0.8091484904289246}]","[{'label': 'anger', 'score': 0.8269685506820679}]","[{'label': 'joy', 'score': 0.6388662457466125}]","[{'label': 'joy', 'score': 0.4703393578529358}]","[{'label': 'joy', 'score': 0.4221366047859192}]","[{'label': 'joy', 'score': 0.8790086507797241}]","[{'label': 'joy', 'score': 0.4546133279800415}]","[{'label': 'joy', 'score': 0.8005135655403137}]","[{'label': 'joy', 'score': 0.4894445538520813}]","[{'label': 'anger', 'score': 0.4453447461128235}]","[{'label': 'joy', 'score': 0.403102308511734}]","[{'label': 'joy', 'score': 0.5630307793617249}]","[{'label': 'joy', 'score': 0.43406403064727783}]","[{'label': 'joy', 'score': 0.6442176103591919}]","[{'label': 'fear', 'score': 0.3879525065422058}]",
23,"[{'label': 'anger', 'score': 0.5728096961975098}]","[{'label': 'joy', 'score': 0.4239424169063568}]","[{'label': 'anger', 'score': 0.8154274821281433}]","[{'label': 'anger', 'score': 0.6937562823295593}]","[{'label': 'joy', 'score': 0.624859631061554}]","[{'label': 'anger', 'score': 0.6634026169776917}]","[{'label': 'anger', 'score': 0.8671289682388306}]","[{'label': 'anger', 'score': 0.6516724228858948}]","[{'label': 'fear', 'score': 0.6979656219482422}]","[{'label': 'fear', 'score': 0.5541042685508728}]","[{'label': 'joy', 'score': 0.6529721617698669}]","[{'label': 'anger', 'score': 0.5836668610572815}]","[{'label': 'joy', 'score': 0.6551090478897095}]","[{'label': 'anger', 'score': 0.4663502275943756}]","[{'label': 'anger', 'score': 0.9039250612258911}]","[{'label': 'joy', 'score': 0.5126078724861145}]","[{'label': 'joy', 'score': 0.6890124082565308}]","[{'label': 'anger', 'score': 0.4276818335056305}]","[{'label': 'anger', 'score': 0.6229674220085144}]","[{'label': 'joy', 'score': 0.8672348260879517}]","[{'label': 'joy', 'score': 0.6322332620620728}]","[{'label': 'joy', 'score': 0.9909312725067139}]","[{'label': 'fear', 'score': 0.3879525065422058}]","[{'label': 'anger', 'score': 0.8544358015060425}]","[{'label': 'joy', 'score': 0.630204975605011}]",
24,"[{'label': 'anger', 'score': 0.4969150722026825}]","[{'label': 'fear', 'score': 0.6832906603813171}]","[{'label': 'anger', 'score': 0.4931005537509918}]","[{'label': 'joy', 'score': 0.9980736970901489}]","[{'label': 'anger', 'score': 0.568522572517395}]","[{'label': 'anger', 'score': 0.5202434062957764}]","[{'label': 'anger', 'score': 0.7140817642211914}]","[{'label': 'anger', 'score': 0.4262412190437317}]","[{'label': 'joy', 'score': 0.6781331896781921}]","[{'label': 'anger', 'score': 0.9007872939109802}]","[{'label': 'joy', 'score': 0.5391762256622314}]","[{'label': 'anger', 'score': 0.569023847579956}]","[{'label': 'joy', 'score': 0.4633173942565918}]","[{'label': 'anger', 'score': 0.9881435036659241}]","[{'label': 'anger', 'score': 0.5162222385406494}]","[{'label': 'anger', 'score': 0.3671482801437378}]","[{'label': 'anger', 'score': 0.767449140548706}]","[{'label': 'fear', 'score': 0.7419772148132324}]","[{'label': 'anger', 'score': 0.46008050441741943}]","[{'label': 'joy', 'score': 0.7994791865348816}]","[{'label': 'joy', 'score': 0.5508410334587097}]","[{'label': 'anger', 'score': 0.46053746342658997}]","[{'label': 'joy', 'score': 0.7152706384658813}]","[{'label': 'joy', 'score': 0.634448766708374}]","[{'label': 'anger', 'score': 0.884067952632904}]",
25,"[{'label': 'joy', 'score': 0.6823806166648865}]","[{'label': 'anger', 'score': 0.7338595390319824}]","[{'label': 'joy', 'score': 0.710756778717041}]","[{'label': 'fear', 'score': 0.624862551689148}]","[{'label': 'fear', 'score': 0.38044270873069763}]","[{'label': 'joy', 'score': 0.3768751323223114}]","[{'label': 'fear', 'score': 0.4204670190811157}]","[{'label': 'anger', 'score': 0.7279142737388611}]","[{'label': 'anger', 'score': 0.8464763164520264}]","[{'label': 'anger', 'score': 0.40332746505737305}]","[{'label': 'fear', 'score': 0.42425262928009033}]","[{'label': 'anger', 'score': 0.6025596261024475}]","[{'label': 'joy', 'score': 0.6520906090736389}]","[{'label': 'joy', 'score': 0.5279296040534973}]","[{'label': 'joy', 'score': 0.9159392714500427}]","[{'label': 'anger', 'score': 0.4905916452407837}]","[{'label': 'joy', 'score': 0.6390695571899414}]","[{'label': 'joy', 'score': 0.8384053707122803}]","[{'label': 'anger', 'score': 0.6869176626205444}]","[{'label': 'joy', 'score': 0.8691311478614807}]","[{'label': 'anger', 'score': 0.46846187114715576}]","[{'label': 'joy', 'score': 0.38058382272720337}]","[{'label': 'anger', 'score': 0.7430459856987}]",,,
26,"[{'label': 'joy', 'score': 0.5176461338996887}]","[{'label': 'joy', 'score': 0.357724130153656}]","[{'label': 'joy', 'score': 0.6757203340530396}]","[{'label': 'joy', 'score': 0.9985396862030029}]","[{'label': 'joy', 'score': 0.9718170166015625}]","[{'label': 'anger', 'score': 0.7928274273872375}]","[{'label': 'joy', 'score': 0.8227148652076721}]","[{'label': 'joy', 'score': 0.52882319688797}]","[{'label': 'anger', 'score': 0.7826822400093079}]","[{'label': 'joy', 'score': 0.4394190311431885}]","[{'label': 'joy', 'score': 0.45191121101379395}]","[{'label': 'anger', 'score': 0.41965624690055847}]","[{'label': 'joy', 'score': 0.8224306106567383}]","[{'label': 'joy', 'score': 0.4833054542541504}]","[{'label': 'fear', 'score': 0.6135588884353638}]","[{'label': 'anger', 'score': 0.44315576553344727}]","[{'label': 'anger', 'score': 0.46366357803344727}]","[{'label': 'anger', 'score': 0.4194210171699524}]","[{'label': 'joy', 'score': 0.9362485408782959}]","[{'label': 'fear', 'score': 0.36554720997810364}]","[{'label': 'anger', 'score': 0.45916232466697693}]","[{'label': 'anger', 'score': 0.801336407661438}]","[{'label': 'joy', 'score': 0.53597491979599}]","[{'label': 'anger', 'score': 0.6458253264427185}]","[{'label': 'anger', 'score': 0.9795898795127869}]",
27,"[{'label': 'anger', 'score': 0.5824435949325562}]","[{'label': 'anger', 'score': 0.7993863821029663}]","[{'label': 'anger', 'score': 0.4294486343860626}]","[{'label': 'fear', 'score': 0.6684689521789551}]","[{'label': 'anger', 'score': 0.4884010851383209}]","[{'label': 'anger', 'score': 0.7858218550682068}]","[{'label': 'joy', 'score': 0.8382896184921265}]","[{'label': 'joy', 'score': 0.42239153385162354}]","[{'label': 'anger', 'score': 0.46218571066856384}]","[{'label': 'anger', 'score': 0.4785757064819336}]","[{'label': 'anger', 'score': 0.690894365310669}]","[{'label': 'fear', 'score': 0.7160429954528809}]","[{'label': 'joy', 'score': 0.40847331285476685}]","[{'label': 'anger', 'score': 0.5136201977729797}]","[{'label': 'anger', 'score': 0.7051530480384827}]","[{'label': 'anger', 'score': 0.4194210171699524}]","[{'label': 'joy', 'score': 0.53597491979599}]","[{'label': 'joy', 'score': 0.7699674367904663}]","[{'label': 'anger', 'score': 0.5983747243881226}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'anger', 'score': 0.6821579337120056}]","[{'label': 'anger', 'score': 0.9936475157737732}]","[{'label': 'anger', 'score': 0.6368234753608704}]","[{'label': 'joy', 'score': 0.599661111831665}]","[{'label': 'anger', 'score': 0.501378059387207}]",
28,"[{'label': 'anger', 'score': 0.35078129172325134}]","[{'label': 'anger', 'score': 0.39202994108200073}]","[{'label': 'joy', 'score': 0.7036808133125305}]","[{'label': 'anger', 'score': 0.5352038741111755}]","[{'label': 'anger', 'score': 0.5143129825592041}]","[{'label': 'joy', 'score': 0.5896750092506409}]","[{'label': 'sadness', 'score': 0.9279558658599854}]","[{'label': 'anger', 'score': 0.6479630470275879}]","[{'label': 'joy', 'score': 0.5436592102050781}]","[{'label': 'anger', 'score': 0.46467307209968567}]","[{'label': 'anger', 'score': 0.6744292974472046}]","[{'label': 'joy', 'score': 0.9049749374389648}]","[{'label': 'anger', 'score': 0.8700183033943176}]","[{'label': 'joy', 'score': 0.7994791865348816}]","[{'label': 'anger', 'score': 0.4698132276535034}]","[{'label': 'anger', 'score': 0.9791198968887329}]","[{'label': 'fear', 'score': 0.43315228819847107}]","[{'label': 'joy', 'score': 0.8322809338569641}]","[{'label': 'anger', 'score': 0.7205014824867249}]","[{'label': 'anger', 'score': 0.6421214938163757}]","[{'label': 'anger', 'score': 0.6579264998435974}]","[{'label': 'joy', 'score': 0.6781331896781921}]","[{'label': 'joy', 'score': 0.5953476428985596}]","[{'label': 'anger', 'score': 0.501378059387207}]","[{'label': 'anger', 'score': 0.8581178188323975}]",
29,"[{'label': 'anger', 'score': 0.5540599226951599}]","[{'label': 'joy', 'score': 0.8612992763519287}]","[{'label': 'anger', 'score': 0.5805489420890808}]","[{'label': 'joy', 'score': 0.7288317084312439}]","[{'label': 'anger', 'score': 0.5226309299468994}]","[{'label': 'joy', 'score': 0.453176885843277}]","[{'label': 'joy', 'score': 0.7403076887130737}]","[{'label': 'anger', 'score': 0.4001964330673218}]","[{'label': 'anger', 'score': 0.4328007996082306}]","[{'label': 'anger', 'score': 0.7206465005874634}]","[{'label': 'anger', 'score': 0.7461609840393066}]","[{'label': 'anger', 'score': 0.8007149696350098}]","[{'label': 'joy', 'score': 0.39523884654045105}]","[{'label': 'anger', 'score': 0.8378859758377075}]","[{'label': 'anger', 'score': 0.5253941416740417}]","[{'label': 'joy', 'score': 0.5797487497329712}]","[{'label': 'joy', 'score': 0.6587996482849121}]","[{'label': 'joy', 'score': 0.6827211976051331}]","[{'label': 'anger', 'score': 0.7417452335357666}]","[{'label': 'joy', 'score': 0.41273871064186096}]","[{'label': 'anger', 'score': 0.47659924626350403}]","[{'label': 'anger', 'score': 0.7343957424163818}]","[{'label': 'fear', 'score': 0.7130028009414673}]","[{'label': 'anger', 'score': 0.39202994108200073}]","[{'label': 'joy', 'score': 0.4027995467185974}]",
30,"[{'label': 'joy', 'score': 0.6931068301200867}]","[{'label': 'fear', 'score': 0.8323712944984436}]","[{'label': 'joy', 'score': 0.7808970808982849}]","[{'label': 'anger', 'score': 0.4632970690727234}]","[{'label': 'anger', 'score': 0.5153968334197998}]","[{'label': 'anger', 'score': 0.46354803442955017}]","[{'label': 'joy', 'score': 0.6079556941986084}]","[{'label': 'joy', 'score': 0.39175885915756226}]","[{'label': 'anger', 'score': 0.7725672721862793}]","[{'label': 'joy', 'score': 0.7480749487876892}]","[{'label': 'joy', 'score': 0.4772813320159912}]","[{'label': 'anger', 'score': 0.6368234753608704}]","[{'label': 'anger', 'score': 0.530997097492218}]","[{'label': 'anger', 'score': 0.9723379015922546}]","[{'label': 'anger', 'score': 0.5630638003349304}]","[{'label': 'fear', 'score': 0.4576748013496399}]","[{'label': 'joy', 'score': 0.5815278887748718}]","[{'label': 'anger', 'score': 0.48456791043281555}]","[{'label': 'fear', 'score': 0.7321317195892334}]","[{'label': 'joy', 'score': 0.625395655632019}]","[{'label': 'fear', 'score': 0.6369368433952332}]",,,,,
31,"[{'label': 'anger', 'score': 0.44063812494277954}]","[{'label': 'anger', 'score': 0.5387508273124695}]","[{'label': 'anger', 'score': 0.751091480255127}]","[{'label': 'joy', 'score': 0.5331283807754517}]","[{'label': 'anger', 'score': 0.41173332929611206}]","[{'label': 'joy', 'score': 0.5112093091011047}]","[{'label': 'joy', 'score': 0.6251285672187805}]","[{'label': 'fear', 'score': 0.3482613265514374}]","[{'label': 'fear', 'score': 0.869743824005127}]","[{'label': 'joy', 'score': 0.5810528993606567}]","[{'label': 'fear', 'score': 0.7321317195892334}]","[{'label': 'anger', 'score': 0.5334776043891907}]","[{'label': 'joy', 'score': 0.4388284683227539}]","[{'label': 'anger', 'score': 0.40618380904197693}]","[{'label': 'fear', 'score': 0.5897171497344971}]","[{'label': 'joy', 'score': 0.453176885843277}]","[{'label': 'joy', 'score': 0.40855973958969116}]","[{'label': 'joy', 'score': 0.5797487497329712}]",,,,,,,,
32,"[{'label': 'fear', 'score': 0.6214993000030518}]","[{'label': 'anger', 'score': 0.8782904148101807}]","[{'label': 'anger', 'score': 0.623694121837616}]","[{'label': 'fear', 'score': 0.4129663109779358}]","[{'label': 'fear', 'score': 0.7305199503898621}]","[{'label': 'joy', 'score': 0.6432245373725891}]","[{'label': 'anger', 'score': 0.4430495500564575}]","[{'label': 'fear', 'score': 0.6929187178611755}]","[{'label': 'anger', 'score': 0.5463480949401855}]","[{'label': 'anger', 'score': 0.9303349852561951}]","[{'label': 'fear', 'score': 0.6919370889663696}]","[{'label': 'joy', 'score': 0.5494982600212097}]","[{'label': 'anger', 'score': 0.6726559996604919}]","[{'label': 'joy', 'score': 0.6713539958000183}]","[{'label': 'anger', 'score': 0.7558083534240723}]","[{'label': 'anger', 'score': 0.4875100553035736}]","[{'label': 'anger', 'score': 0.6368234753608704}]","[{'label': 'fear', 'score': 0.8131914138793945}]","[{'label': 'fear', 'score': 0.5164731740951538}]","[{'label': 'joy', 'score': 0.7159413695335388}]","[{'label': 'joy', 'score': 0.5810528993606567}]","[{'label': 'joy', 'score': 0.9753366112709045}]","[{'label': 'joy', 'score': 0.9191579818725586}]","[{'label': 'fear', 'score': 0.43406301736831665}]","[{'label': 'joy', 'score': 0.6376999020576477}]",
33,"[{'label': 'joy', 'score': 0.46832820773124695}]","[{'label': 'anger', 'score': 0.6163751482963562}]","[{'label': 'fear', 'score': 0.4608115553855896}]","[{'label': 'fear', 'score': 0.42433521151542664}]","[{'label': 'fear', 'score': 0.5030382871627808}]","[{'label': 'fear', 'score': 0.7618016600608826}]","[{'label': 'fear', 'score': 0.5613714456558228}]","[{'label': 'fear', 'score': 0.6290143132209778}]","[{'label': 'fear', 'score': 0.5509952902793884}]","[{'label': 'joy', 'score': 0.9027763605117798}]","[{'label': 'fear', 'score': 0.4408707320690155}]","[{'label': 'fear', 'score': 0.6286976933479309}]","[{'label': 'fear', 'score': 0.3338593542575836}]","[{'label': 'fear', 'score': 0.5640327334403992}]","[{'label': 'fear', 'score': 0.6676918268203735}]","[{'label': 'anger', 'score': 0.34732499718666077}]","[{'label': 'fear', 'score': 0.7321317195892334}]","[{'label': 'joy', 'score': 0.4163628816604614}]","[{'label': 'fear', 'score': 0.662199079990387}]","[{'label': 'fear', 'score': 0.5878713726997375}]","[{'label': 'anger', 'score': 0.42296943068504333}]","[{'label': 'fear', 'score': 0.7380270957946777}]","[{'label': 'joy', 'score': 0.5775836706161499}]","[{'label': 'joy', 'score': 0.7031394839286804}]","[{'label': 'anger', 'score': 0.8631137609481812}]",
34,"[{'label': 'fear', 'score': 0.802720308303833}]","[{'label': 'fear', 'score': 0.8352159857749939}]","[{'label': 'fear', 'score': 0.7517125010490417}]","[{'label': 'anger', 'score': 0.8562575578689575}]","[{'label': 'anger', 'score': 0.5479235053062439}]","[{'label': 'joy', 'score': 0.9723609089851379}]","[{'label': 'anger', 'score': 0.857295036315918}]","[{'label': 'anger', 'score': 0.8407956957817078}]","[{'label': 'fear', 'score': 0.7986599206924438}]","[{'label': 'fear', 'score': 0.42425262928009033}]","[{'label': 'anger', 'score': 0.9394311308860779}]","[{'label': 'anger', 'score': 0.9086119532585144}]","[{'label': 'anger', 'score': 0.8546908497810364}]","[{'label': 'anger', 'score': 0.9636756777763367}]","[{'label': 'anger', 'score': 0.8700183033943176}]","[{'label': 'anger', 'score': 0.4698132276535034}]","[{'label': 'anger', 'score': 0.9645804762840271}]","[{'label': 'anger', 'score': 0.7466956377029419}]","[{'label': 'anger', 'score': 0.5153968334197998}]","[{'label': 'anger', 'score': 0.8581178188323975}]","[{'label': 'anger', 'score': 0.6756770610809326}]","[{'label': 'anger', 'score': 0.6421214938163757}]","[{'label': 'anger', 'score': 0.4201052188873291}]","[{'label': 'fear', 'score': 0.36449122428894043}]","[{'label': 'anger', 'score': 0.7879740595817566}]",
35,"[{'label': 'fear', 'score': 0.7821884155273438}]","[{'label': 'fear', 'score': 0.533301591873169}]","[{'label': 'joy', 'score': 0.40595850348472595}]","[{'label': 'fear', 'score': 0.4449339210987091}]","[{'label': 'fear', 'score': 0.7776078581809998}]","[{'label': 'joy', 'score': 0.6700055003166199}]","[{'label': 'fear', 'score': 0.5705803036689758}]","[{'label': 'fear', 'score': 0.8498274683952332}]","[{'label': 'fear', 'score': 0.8505895733833313}]","[{'label': 'anger', 'score': 0.5642923712730408}]","[{'label': 'fear', 'score': 0.32755884528160095}]","[{'label': 'anger', 'score': 0.8403670787811279}]","[{'label': 'anger', 'score': 0.40170204639434814}]","[{'label': 'anger', 'score': 0.8020616769790649}]","[{'label': 'anger', 'score': 0.6852484345436096}]","[{'label': 'anger', 'score': 0.3782344162464142}]","[{'label': 'joy', 'score': 0.4188648462295532}]","[{'label': 'fear', 'score': 0.9662173390388489}]","[{'label': 'joy', 'score': 0.6376327872276306}]","[{'label': 'joy', 'score': 0.8420448899269104}]","[{'label': 'anger', 'score': 0.5657191276550293}]","[{'label': 'anger', 'score': 0.47184184193611145}]","[{'label': 'anger', 'score': 0.6726559996604919}]","[{'label': 'anger', 'score': 0.3671482801437378}]","[{'label': 'anger', 'score': 0.483399361371994}]",
36,"[{'label': 'joy', 'score': 0.39584410190582275}]","[{'label': 'fear', 'score': 0.909287691116333}]","[{'label': 'joy', 'score': 0.42529070377349854}]","[{'label': 'fear', 'score': 0.4369390308856964}]","[{'label': 'fear', 'score': 0.8029254674911499}]","[{'label': 'fear', 'score': 0.7432969808578491}]","[{'label': 'anger', 'score': 0.45328935980796814}]","[{'label': 'fear', 'score': 0.4338454008102417}]","[{'label': 'fear', 'score': 0.8388910293579102}]","[{'label': 'joy', 'score': 0.49080726504325867}]","[{'label': 'fear', 'score': 0.6941331028938293}]","[{'label': 'joy', 'score': 0.5646072626113892}]","[{'label': 'joy', 'score': 0.4542573094367981}]","[{'label': 'anger', 'score': 0.6356169581413269}]","[{'label': 'anger', 'score': 0.5106559991836548}]","[{'label': 'fear', 'score': 0.6481355428695679}]","[{'label': 'joy', 'score': 0.43898671865463257}]","[{'label': 'anger', 'score': 0.48781663179397583}]","[{'label': 'joy', 'score': 0.5831602215766907}]","[{'label': 'anger', 'score': 0.7809774875640869}]","[{'label': 'joy', 'score': 0.4504425525665283}]","[{'label': 'joy', 'score': 0.43908512592315674}]","[{'label': 'joy', 'score': 0.5656805634498596}]","[{'label': 'anger', 'score': 0.8152859210968018}]","[{'label': 'joy', 'score': 0.6700055003166199}]",
