song,artist,counter,Vader,TextBlob,VaderBoost,TextBlobBoost,VaderPolarity,TextBlobPolarity,VaderBoostPolarity,TextBlobBoostPolarity,,FullTextBlobPolarity,FullVaderPolarity
Sup Mate,Young Thug Featuring Future,"{'woo': 49, 'ooh': 32, 'quit': 3, 'accept': 2, 'bleed': 2, 'loud': 2, 'slept': 1, 'fucked': 1, 'prepare': 1, 'doubled': 1, 'bake': 1, 'heard': 1, 'new': 1, 'enter': 1, 'pray': 1, 'slim': 1}","{'pos': 52, 'neg': 1, 'neu': 47}","{'pos': 1, 'neg': 1, 'neu': 98}","{'pos': 41.6, 'neg': 0.8, 'neu': 35.9}","{'pos': 1.2, 'neg': 0.8, 'neu': 79.2}",2.06029106,1,2.108695652,1.004993758,,0.97391758,1.3171145
Won't Be Late,Swae Lee Featuring Drake,"{'late': 6, 'write': 2, 'bring': 1, 'closed': 1, 'long': 1, 'speak': 1, 'slow': 1}","{'pos': 0, 'neg': 0, 'neu': 13}","{'pos': 0, 'neg': 7, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 7.0}","{'pos': 0, 'neg': 8.0, 'neu': 4.8}",1,0.465648855,1,0.379844961,,0.958805355,1
Light It Up,Young Thug,"{'woo': 17, 'blat': 2, 'sit': 2, 'late': 2, 'replace': 1, 'bought': 1, 'mixed': 1, 'spend': 1, 'spilled': 1}","{'pos': 17, 'neg': 0, 'neu': 11}","{'pos': 0, 'neg': 2, 'neu': 26}","{'pos': 13.6, 'neg': 0, 'neu': 7.7}","{'pos': 0, 'neg': 2.4, 'neu': 20.8}",2.531531532,0.928825623,2.743589744,0.896995708,,1.081793396,1.101195952
Lil Baby,Young Thug,"{'long': 4, 'reveal': 4, 'late': 3, 'sucked': 3, 'extend': 3, 'live': 2, 'fucked': 1, 'different': 1, 'afford': 1, 'big': 1, 'woo': 1, 'ask': 1}","{'pos': 4, 'neg': 4, 'neu': 17}","{'pos': 2, 'neg': 4, 'neu': 19}","{'pos': 3.2, 'neg': 3.2, 'neu': 10.8}","{'pos': 1.6, 'neg': 4.4, 'neu': 16.0}",1,0.913419913,1,0.863414634,,0.965625895,1.043736332
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,"{'please': 6, 'big': 2, 'woosh': 1, 'got': 1, 'swear': 1}","{'pos': 6, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 11}","{'pos': 4.8, 'neg': 0, 'neu': 2.9}","{'pos': 0, 'neg': 0, 'neu': 9.6}",2.176470588,1,2.6,1,,0.908824487,0.909122684
Some Of It,Eric Church,"{'learn': 3, 'hard': 3, 'easy': 3, 'cheap': 1, 'scared': 1, 'pray': 1, 'slow': 1, 'sure': 1}","{'pos': 5, 'neg': 4, 'neu': 5}","{'pos': 5, 'neg': 4, 'neu': 5}","{'pos': 1.8, 'neg': 1.5, 'neu': 3.4}","{'pos': 6.0, 'neg': 4.4, 'neu': 4.0}",1.10989011,1.10989011,1.06,1.188235294,,1.079575597,1.044603033
Ecstasy,Young Thug Featuring Machine Gun Kelly,"{'pure': 7, 'sealed': 1, 'hard': 1, 'sure': 1, 'bloody': 1, 'learn': 1, 'pour': 1, 'drank': 1, 'bring': 1}","{'pos': 1, 'neg': 2, 'neu': 12}","{'pos': 8, 'neg': 2, 'neu': 5}","{'pos': 0.2, 'neg': 1.0, 'neu': 5.7}","{'pos': 9.6, 'neg': 2.0, 'neu': 4.0}",0.929078014,1.845070423,0.882352941,2.245901639,,1.028443722,1.075858992
Uno,Ambjaay,"{'big': 9, 'live': 2, 'heard': 2, 'hear': 1}","{'pos': 0, 'neg': 0, 'neu': 14}","{'pos': 2, 'neg': 0, 'neu': 12}","{'pos': 0, 'neg': 0, 'neu': 6.2}","{'pos': 1.6, 'neg': 0, 'neu': 13.2}",1,1.165289256,1,1.120300752,,1.011189855,1
Daddy,Blueface & Rich The Kid,"{'ooh': 10, 'attach': 10, 'blew': 1, 'sexual': 1, 'new': 1, 'spend': 1, 'involve': 1}","{'pos': 0, 'neg': 0, 'neu': 25}","{'pos': 2, 'neg': 0, 'neu': 23}","{'pos': 0, 'neg': 0, 'neu': 18.9}","{'pos': 2.4, 'neg': 0, 'neu': 18.4}",1,1.086580087,1,1.12972973,,0.996516893,1.059457451
Happier,Marshmello & Bastille,"{'happier': 8, 'happy': 4, 'become': 1, 'happen': 1, 'eat': 1, 'ran': 1}","{'pos': 12, 'neg': 0, 'neu': 4}","{'pos': 4, 'neg': 0, 'neu': 12}","{'pos': 2.9, 'neg': 0, 'neu': 3.2}","{'pos': 4.8, 'neg': 0, 'neu': 12.8}",3.926829268,1.330578512,1.878787879,1.372093023,,1,1.129403307
Sweet But Psycho,Ava Max,"{'hot': 4, 'tasty': 3, 'on': 2, 'sugarcoat': 1, 'strange': 1, 'insane': 1}","{'pos': 0, 'neg': 2, 'neu': 10}","{'pos': 4, 'neg': 1, 'neu': 7}","{'pos': 0, 'neg': 0.5, 'neu': 3.0}","{'pos': 4.8, 'neg': 1.2, 'neu': 8.0}",0.834710744,1.37037037,0.861111111,1.387096774,,1.024989588,1.042716788
Better,Khalid,"{'swear': 4, 'admit': 3, 'bored': 2, 'connect': 2, 'ooh': 2, 'bring': 2, 'fucked': 1, 'sober': 1, 'live': 1, 'hear': 1}","{'pos': 3, 'neg': 3, 'neu': 13}","{'pos': 1, 'neg': 3, 'neu': 15}","{'pos': 2.4, 'neg': 2.4, 'neu': 10.4}","{'pos': 0.8, 'neg': 2.4, 'neu': 12.0}",1,0.889502762,1,0.889655172,,1.040674027,1.299051787
Going Bad,Meek Mill Featuring Drake,"{'ooh': 4, 'legal': 2, 'ask': 2, 'involve': 2, 'grow': 2, 'foreign': 1, 'bring': 1, 'send': 1, 'near': 1, 'extend': 1, 'big': 1}","{'pos': 3, 'neg': 0, 'neu': 15}","{'pos': 2, 'neg': 1, 'neu': 15}","{'pos': 1.3, 'neg': 0, 'neu': 10.9}","{'pos': 2.4, 'neg': 1.2, 'neu': 12.4}",1.198675497,1.062111801,1.118181818,1.087591241,,1.011947431,1.032908268
Talk You Out Of It,Florida Georgia Line,"{'believe': 2, 'long': 1, 'easy': 1, 'grown': 1, 'loud': 1, 'hear': 1}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 0.2, 'neg': 0, 'neu': 4.2}","{'pos': 1.2, 'neg': 0, 'neu': 5.2}",1.163934426,1.163934426,1.046511628,1.226415094,,1.039973351,1.13659238
Gold Roses,Rick Ross Featuring Drake,"{'late': 6, 'big': 3, 'speak': 2, 'different': 2, 'hear': 2, 'sit': 2, 'understand': 2, 'serious': 1, 'new': 1, 'impressive': 1, 'expensive': 1, 'distant': 1, 'appoint': 1, 'avoid': 1, 'bring': 1, 'nominate': 1, 'live': 1, 'lose': 1, 'bought': 1, 'seem': 1, 'odd': 1, 'discover': 1, 'on': 1, 'create': 1, 'remembers': 1, 'nages': 1, 'false': 1, 'write': 1, 'allocate': 1}","{'pos': 2, 'neg': 3, 'neu': 36}","{'pos': 3, 'neg': 10, 'neu': 28}","{'pos': 1.0, 'neg': 1.8, 'neu': 19.3}","{'pos': 3.2, 'neg': 12.0, 'neu': 25.2}",0.974424552,0.816272966,0.962264151,0.764075067,,1.052379868,1.075632238
Just Us,DJ Khaled Featuring SZA,"{'grown': 1, 'dangerous': 1, 'lose': 1, 'slow': 1, 'visible': 1, 'hard': 1, 'ooh': 1}","{'pos': 0, 'neg': 3, 'neu': 4}","{'pos': 0, 'neg': 3, 'neu': 4}","{'pos': 0, 'neg': 1.3, 'neu': 2.6}","{'pos': 0, 'neg': 3.2, 'neu': 3.6}",0.577464789,0.577464789,0.675,0.536231884,,1.040160643,1.027137042
Small Talk,Katy Perry,"{'believe': 3, 'forget': 3, 'strange': 1, 'new': 1}","{'pos': 0, 'neg': 4, 'neu': 4}","{'pos': 1, 'neg': 0, 'neu': 7}","{'pos': 0, 'neg': 2.6, 'neu': 2.6}","{'pos': 1.2, 'neg': 0, 'neu': 6.0}",0.50617284,1.14084507,0.509433962,1.196721311,,0.952629086,0.812597605
Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair","{'outnumber': 2, 'align': 2, 'hard': 2, 'react': 2, 'bring': 1, 'follow': 1, 'big': 1, 'tight': 1, 'alive': 1, 'forget': 1, 'strong': 1}","{'pos': 2, 'neg': 3, 'neu': 10}","{'pos': 1, 'neg': 3, 'neu': 11}","{'pos': 0.5, 'neg': 1.3, 'neu': 6.9}","{'pos': 1.2, 'neg': 3.6, 'neu': 9.6}",0.923664122,0.858156028,0.903614458,0.819548872,,1,0.969040248
Snake Skin,Trippie Redd,"{'foreign': 4, 'commit': 2, 'please': 2, 'obtuse': 1, 'big': 1}","{'pos': 4, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 4, 'neu': 6}","{'pos': 3.2, 'neg': 0, 'neu': 1.4}","{'pos': 0, 'neg': 4.8, 'neu': 5.6}",1.655737705,0.603960396,3.133333333,0.542857143,,0.96684036,0.752597724
24/7,Meek Mill Featuring Ella Mai,"{'live': 1, 'forget': 1, 'happy': 1, 'listen': 1, 'respond': 1, 'new': 1, 'heard': 1, 'gentle': 1, 'sing': 1}","{'pos': 2, 'neg': 1, 'neu': 6}","{'pos': 4, 'neg': 0, 'neu': 5}","{'pos': 1.0, 'neg': 0.8, 'neu': 4.2}","{'pos': 4.0, 'neg': 0, 'neu': 4.0}",1.14084507,1.784313725,1.039215686,1.975609756,,1.011806375,1.103403705
Love Ain't,Eli Young Band,"{'new': 3, 'sad': 2, 'pour': 1, 'lose': 1, 'write': 1}","{'pos': 0, 'neg': 3, 'neu': 5}","{'pos': 3, 'neg': 2, 'neu': 3}","{'pos': 0, 'neg': 1.3, 'neu': 2.3}","{'pos': 3.6, 'neg': 2.4, 'neu': 2.4}",0.62962963,1.196078431,0.648648649,1.244897959,,1.227870289,1.139009557
Sanguine Paradise,Lil Uzi Vert,"{'lose': 5, 'hear': 3, 'different': 3, 'foreign': 2, 'rid': 2, 'live': 2, 'bought': 1, 'choose': 1, 'dismiss': 1, 'eat': 1, 'hard': 1, 'spent': 1}","{'pos': 0, 'neg': 6, 'neu': 17}","{'pos': 2, 'neg': 3, 'neu': 18}","{'pos': 0, 'neg': 4.2, 'neu': 10.8}","{'pos': 1.6, 'neg': 3.6, 'neu': 15.6}",0.74025974,0.952606635,0.721854305,0.896373057,,1,1.016524373
Tap,NAV Featuring Meek Mill,"{'whacked': 2, 'late': 2, 'learn': 2, 'extort': 1, 'humble': 1, 'behave': 1, 'honest': 1, 'got': 1}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 1, 'neg': 3, 'neu': 7}","{'pos': 0.2, 'neg': 0, 'neu': 6.9}","{'pos': 1.2, 'neg': 3.2, 'neu': 5.6}",1.099009901,0.801980198,1.028571429,0.775280899,,1.0153787,1.082270671
La La Land,Bryce Vine Featuring YG,"{'met': 3, 'live': 1, 'big': 1, 'fresh': 1, 'got': 1, 'heard': 1, 'expensive': 1, 'bless': 1, 'alive': 1, 'remember': 1}","{'pos': 3, 'neg': 0, 'neu': 9}","{'pos': 2, 'neg': 1, 'neu': 9}","{'pos': 1.3, 'neg': 0, 'neu': 6.1}","{'pos': 2.0, 'neg': 1.2, 'neu': 8.0}",1.32967033,1.099009901,1.209677419,1.086021505,,0.979261717,1.008543358
Single Again,Big Sean,"{'spend': 6, 'slow': 3, 'easy': 3, 'new': 2, 'near': 2, 'late': 2, 'ooh': 2, 'happen': 1, 'pray': 1, 'seem': 1, 'prove': 1, 'mental': 1, 'random': 1, 'strong': 1, 'lose': 1}","{'pos': 5, 'neg': 1, 'neu': 22}","{'pos': 6, 'neg': 6, 'neu': 16}","{'pos': 1.8, 'neg': 0.8, 'neu': 14.2}","{'pos': 7.2, 'neg': 6.0, 'neu': 13.2}",1.173160173,1,1.066225166,1.062176166,,1.027576698,1.099578705
Worth It,YK Osiris,"{'understand': 2, 'thank': 1, 'stuck': 1, 'swear': 1}","{'pos': 1, 'neg': 1, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 0.8, 'neg': 0.8, 'neu': 2.4}","{'pos': 0, 'neg': 0, 'neu': 4.0}",1,1,1,1,,1.116692035,1.231566118
Shallow,Lady Gaga & Bradley Cooper,"{'hallow': 2, 'happy': 1, 'hard': 1}","{'pos': 1, 'neg': 1, 'neu': 2}","{'pos': 1, 'neg': 1, 'neu': 2}","{'pos': 0.2, 'neg': 0.2, 'neu': 1.6}","{'pos': 1.2, 'neg': 1.2, 'neu': 1.6}",1,1,1,1,,0.95004995,1.010857763
Trust Issues,Drake,"{'drank': 4, 'wasted': 2, 'strong': 1, 'depend': 1, 'different': 1, 'live': 1, 'sit': 1, 'knew': 1, 'new': 1, 'excite': 1, 'create': 1}","{'pos': 3, 'neg': 2, 'neu': 10}","{'pos': 3, 'neg': 2, 'neu': 10}","{'pos': 1.8, 'neg': 1.6, 'neu': 6.9}","{'pos': 3.2, 'neg': 1.6, 'neu': 8.4}",1.082644628,1.082644628,1.023255814,1.158415842,,0.967982924,1.106951872
How About Now,Drake,"{'stuck': 8, 'remember': 3, 'big': 2, 'belongs': 2, 'delete': 1, 'thank': 1, 'focused': 1, 'new': 1, 'ask': 1, 'listen': 1}","{'pos': 2, 'neg': 8, 'neu': 11}","{'pos': 1, 'neg': 0, 'neu': 20}","{'pos': 1.6, 'neg': 6.4, 'neu': 7.1}","{'pos': 1.2, 'neg': 0, 'neu': 16.8}",0.685863874,1.049751244,0.647058824,1.071005917,,1.039005363,1.004852014
The Motion,Drake,"{'ooh': 12, 'seem': 1, 'attach': 1, 'write': 1, 'hear': 1}","{'pos': 0, 'neg': 0, 'neu': 16}","{'pos': 0, 'neg': 0, 'neu': 16}","{'pos': 0, 'neg': 0, 'neu': 12.8}","{'pos': 0, 'neg': 0, 'neu': 12.8}",1,1,1,1,,0.988512349,1.075424261
Dreams Money Can Buy,Drake,"{'ooh': 29, 'busy': 3, 'sit': 2, 'fresh': 1, 'pour': 1, 'send': 1, 'dangerous': 1, 'convenient': 1, 'comfortable': 1, 'swear': 1, 'hot': 1, 'new': 1, 'yelled': 1, 'got': 1, 'hard': 1, 'remain': 1, 'lose': 1, 'alive': 1, 'bring': 1}","{'pos': 3, 'neg': 3, 'neu': 44}","{'pos': 4, 'neg': 2, 'neu': 44}","{'pos': 0.7, 'neg': 1.3, 'neu': 33.5}","{'pos': 4.8, 'neg': 2.4, 'neu': 36.0}",1,1.043383948,0.982808023,1.062337662,,0.927230946,0.937279498
Club Paradise,Drake,"{'new': 4, 'believe': 4, 'remember': 4, 'become': 3, 'swear': 2, 'told': 2, 'live': 2, 'hear': 2, 'sure': 1, 'sincere': 1, 'forget': 1, 'long': 1, 'strange': 1, 'big': 1, 'lose': 1, 'bright': 1, 'used': 1, 'achieve': 1, 'bring': 1, 'surrounded': 1, 'listen': 1, 'ask': 1}","{'pos': 3, 'neg': 3, 'neu': 31}","{'pos': 9, 'neg': 0, 'neu': 28}","{'pos': 0.7, 'neg': 1.8, 'neu': 22.0}","{'pos': 10.0, 'neg': 0, 'neu': 23.2}",1,1.320284698,0.953974895,1.429184549,,1.041653316,1.035935969
Antisocial,Ed Sheeran & Travis Scott,"{'happen': 1, 'bring': 1, 'loud': 1, 'occupied': 1, 'ooh': 1, 'drown': 1, 'commit': 1, 'lose': 1}","{'pos': 1, 'neg': 2, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 0.8, 'neg': 1.6, 'neu': 3.4}","{'pos': 0, 'neg': 0, 'neu': 6.8}",0.85915493,1,0.843137255,1,,1.025113009,1.085665334
Fear Inoculum,Tool,"{'exhale': 4, 'bless': 3, 'exorcise': 3, 'long': 2, 'hear': 2, 'expel': 2, 'recast': 2, 'naive': 1, 'belong': 1, 'breathe': 1, 'inhale': 1, 'inoculated': 1, 'enumerate': 1, 'calculate': 1, 'grow': 1, 'evacuate': 1}","{'pos': 3, 'neg': 3, 'neu': 21}","{'pos': 0, 'neg': 1, 'neu': 26}","{'pos': 2.4, 'neg': 1.8, 'neu': 16.8}","{'pos': 0, 'neg': 1.2, 'neu': 20.8}",1,0.963099631,1.032085561,0.945701357,,1.011350738,0.918699187
Days In The East,Drake,"{'got': 1, 'hear': 1, 'told': 1, 'speak': 1, 'remember': 1, 'talked': 1, 'insecure': 1, 'mature': 1, 'lose': 1, 'long': 1}","{'pos': 1, 'neg': 2, 'neu': 7}","{'pos': 0, 'neg': 1, 'neu': 9}","{'pos': 0.8, 'neg': 1.0, 'neu': 5.6}","{'pos': 0, 'neg': 1.2, 'neu': 7.2}",0.89010989,0.900990099,0.970149254,0.858823529,,1.03528374,1.041903622
Before I Let Go,Beyonce,"{'ooh': 3, 'sure': 2, 'bring': 2, 'dirty': 2, 'happy': 1, 'forget': 1, 'foolish': 1, 'bright': 1, 'thank': 1, 'woo': 1}","{'pos': 6, 'neg': 4, 'neu': 5}","{'pos': 4, 'neg': 2, 'neu': 9}","{'pos': 2.6, 'neg': 2.6, 'neu': 4.0}","{'pos': 4.8, 'neg': 1.6, 'neu': 7.6}",1.21978022,1.18018018,1,1.344086022,,1.037817396,1.005583473
High Hopes,Panic! At The Disco,"{'live': 8, 'complicate': 2, 'fulfill': 1}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 8, 'neg': 0, 'neu': 3}","{'pos': 0.8, 'neg': 0, 'neu': 8.0}","{'pos': 6.4, 'neg': 0, 'neu': 2.4}",1.099009901,3.580645161,1.098765432,3.56,,1.303200449,1.107790299
Sicko Mode,Travis Scott,"{'some': 3, 'weak': 3, 'woo': 2, 'loose': 1, 'big': 1, 'different': 1, 'follow': 1, 'crept': 1, 'lose': 1, 'dizzy': 1, 'reboot': 1}","{'pos': 2, 'neg': 6, 'neu': 8}","{'pos': 0, 'neg': 3, 'neu': 13}","{'pos': 1.6, 'neg': 3.1, 'neu': 3.6}","{'pos': 0, 'neg': 3.6, 'neu': 12.4}",0.716312057,0.813664596,0.779411765,0.776397516,,1.029261156,1.172364263
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,"{'sure': 2, 'hear': 2, 'different': 1, 'understand': 1, 'spent': 1, 'quit': 1}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 0.5, 'neg': 0, 'neu': 4.2}","{'pos': 2.4, 'neg': 0, 'neu': 5.2}",1.327868852,1.327868852,1.11627907,1.452830189,,1.007572889,0.992097985
Leave Me Alone,NF,"{'afraid': 4, 'woo': 4, 'remain': 3, 'different': 2, 'listen': 2, 'mental': 2, 'loosen': 2, 'shut': 2, 'ask': 2, 'closed': 1, 'gifted': 1, 'offend': 1, 'explain': 1, 'proud': 1, 'diagnose': 1, 'profound': 1, 'ruminate': 1, 'overwhelm': 1, 'difficult': 1, 'admit': 1, 'devote': 1, 'underrate': 1, 'overlooked': 1, 'decimate': 1, 'loud': 1, 'sit': 1, 'foreign': 1, 'avoid': 1, 'remember': 1, 'hung': 1, 'long': 1, 'seem': 1, 'bring': 1, 'forget': 1, 'aggressive': 1}","{'pos': 7, 'neg': 6, 'neu': 36}","{'pos': 2, 'neg': 6, 'neu': 41}","{'pos': 5.0, 'neg': 3.7, 'neu': 22.6}","{'pos': 2.0, 'neg': 7.2, 'neu': 35.6}",1.023752969,0.91507431,1.049242424,0.878787879,,0.996534396,0.988702693
The Search,NF,"{'lose': 2, 'powerful': 2, 'depend': 2, 'sorry': 1, 'loud': 1, 'new': 1, 'learn': 1, 'bring': 1, 'long': 1, 'roam': 1, 'admit': 1, 'condone': 1, 'write': 1, 'many': 1, 'dangerous': 1, 'drown': 1, 'forget': 1, 'critical': 1, 'typical': 1, 'political': 1, 'visual': 1, 'forgettable': 1, 'cinematic': 1, 'beautiful': 1, 'suffocate': 1, 'survive': 1, 'hovers': 1, 'relate': 1, 'woo': 1, 'meddle': 1, 'delicate': 1, 'relevant': 1, 'dependable': 1, 'genuine': 1, 'elegant': 1, 'afraid': 1, 'proper': 1, 'celebrate': 1, 'big': 1, 'predict': 1, 'resist': 1, 'enjoy': 1}","{'pos': 8, 'neg': 6, 'neu': 31}","{'pos': 9, 'neg': 6, 'neu': 30}","{'pos': 4.2, 'neg': 3.7, 'neu': 15.8}","{'pos': 10.4, 'neg': 7.2, 'neu': 27.2}",1.053908356,1.083102493,1.025510204,1.092753623,,1.053961943,1.085520495
MEGATRON,Nicki Minaj,"{'blunt': 2, 'tight': 1, 'excite': 1}","{'pos': 1, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 1, 'neu': 3}","{'pos': 0.8, 'neg': 0, 'neu': 1.8}","{'pos': 0, 'neg': 1.2, 'neu': 2.4}",1.322580645,0.756097561,1.421052632,0.675675676,,1,0.977536503
All Day Long,Chance The Rapper Featuring John Legend,"{'long': 15, 'grateful': 2, 'thankful': 2, 'invent': 1, 'sit': 1, 'big': 1, 'grassless': 1, 'ask': 1, 'jumped': 1, 'mild': 1}","{'pos': 4, 'neg': 0, 'neu': 22}","{'pos': 1, 'neg': 0, 'neu': 25}","{'pos': 1.0, 'neg': 0, 'neu': 15.9}","{'pos': 1.2, 'neg': 0, 'neu': 22.4}",1.180995475,1.039840637,1.0625,1.053333333,,1.023720773,1.081753995
Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,"{'remember': 7, 'disappear': 5, 'learn': 2, 'outgrow': 1, 'depend': 1, 'communicate': 1, 'many': 1}","{'pos': 0, 'neg': 5, 'neu': 13}","{'pos': 1, 'neg': 0, 'neu': 17}","{'pos': 0, 'neg': 4.0, 'neu': 9.8}","{'pos': 1.2, 'neg': 0, 'neu': 13.6}",0.723756906,1.058479532,0.712230216,1.087591241,,1.040383645,1.020607934
Cool,Jonas Brothers,"{'ooh': 6, 'new': 2, 'late': 1, 'complicate': 1, 'grow': 1}","{'pos': 0, 'neg': 0, 'neu': 11}","{'pos': 2, 'neg': 1, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 7.1}","{'pos': 2.4, 'neg': 1.2, 'neu': 6.4}",1,1.10989011,1,1.155844156,,1.104657248,1.222098834
Nightmare,Halsey,"{'recognize': 6, 'realize': 6, 'pray': 2, 'owe': 2, 'aware': 2, 'tasted': 1, 'shatters': 1, 'speak': 1, 'breathe': 1, 'polite': 1, 'angry': 1, 'unaware': 1}","{'pos': 2, 'neg': 2, 'neu': 21}","{'pos': 2, 'neg': 1, 'neu': 22}","{'pos': 1.6, 'neg': 0.5, 'neu': 15.1}","{'pos': 2.4, 'neg': 1.2, 'neu': 18.4}",1,1.043290043,1.070063694,1.060913706,,1.071736011,1.03998001
Rumor,Lee Brice,"{'deny': 3, 'many': 1, 'shut': 1, 'honest': 1}","{'pos': 1, 'neg': 3, 'neu': 2}","{'pos': 2, 'neg': 0, 'neu': 4}","{'pos': 0.2, 'neg': 2.4, 'neu': 1.0}","{'pos': 2.4, 'neg': 0, 'neu': 3.2}",0.607843137,1.487804878,0.371428571,1.727272727,,0.937543373,1.034223135
Act Up,City Girls,"{'big': 5, 'dirty': 3, 'eat': 1, 'loud': 1, 'realest': 1, 'tired': 1, 'new': 1, 'random': 1, 'weak': 1, 'serious': 1, 'ask': 1, 'tight': 1, 'sit': 1, 'hard': 1}","{'pos': 0, 'neg': 6, 'neu': 14}","{'pos': 1, 'neg': 9, 'neu': 10}","{'pos': 0, 'neg': 3.7, 'neu': 5.0}","{'pos': 1.2, 'neg': 9.2, 'neu': 10.8}",0.701492537,0.581151832,0.579545455,0.60199005,,0.976674442,0.955032861
GIRL,Maren Morris,{'lose': 7},"{'pos': 0, 'neg': 7, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 0, 'neg': 5.6, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 5.6}",0.014084507,1,0.01754386,1,,1.071382219,0.980013324
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,"{'woo': 6, 'speak': 2, 'roam': 2, 'easy': 1, 'pare': 1, 'intelligent': 1, 'gentle': 1, 'all': 1}","{'pos': 9, 'neg': 0, 'neu': 6}","{'pos': 3, 'neg': 0, 'neu': 12}","{'pos': 6.1, 'neg': 0, 'neu': 4.2}","{'pos': 3.2, 'neg': 0, 'neu': 10.0}",2.475409836,1.247933884,2.418604651,1.316831683,,1.008946544,1.06101854
Middle Child,J. Cole,"{'dirty': 4, 'pour': 2, 'stuck': 2, 'long': 2, 'hard': 1, 'blunt': 1, 'sit': 1, 'quit': 1, 'coexist': 1, 'late': 1, 'slid': 1, 'grows': 1, 'destine': 1, 'erase': 1, 'different': 1, 'big': 1, 'remind': 1, 'honest': 1, 'many': 1, 'heal': 1, 'distort': 1, 'fail': 1, 'sure': 1, 'prevail': 1}","{'pos': 2, 'neg': 9, 'neu': 19}","{'pos': 3, 'neg': 7, 'neu': 20}","{'pos': 0.5, 'neg': 6.6, 'neu': 13.0}","{'pos': 3.6, 'neg': 6.4, 'neu': 16.8}",0.75088968,0.852398524,0.69035533,0.879828326,,1.019348597,1.003266906
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby","{'many': 4, 'big': 3, 'swear': 1, 'new': 1, 'behave': 1, 'send': 1, 'off': 1, 'please': 1, 'intelligent': 1, 'ask': 1, 'all': 1, 'remember': 1, 'acknowledge': 1, 'physical': 1}","{'pos': 2, 'neg': 0, 'neu': 17}","{'pos': 6, 'neg': 0, 'neu': 13}","{'pos': 1.0, 'neg': 0, 'neu': 8.0}","{'pos': 7.2, 'neg': 0, 'neu': 12.4}",1.116959064,1.458015267,1.12345679,1.576,,1.013788349,0.971336439
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare","{'remember': 3, 'unforgettable': 3, 'loose': 2, 'alive': 2, 'big': 2, 'pray': 1, 'bless': 1, 'leveled': 1, 'pour': 1, 'dim': 1, 'remind': 1, 'hear': 1, 'reincarnate': 1, 'afraid': 1, 'colonize': 1, 'televise': 1, 'multiply': 1, 'pressed': 1, 'lose': 1, 'ooh': 1}","{'pos': 4, 'neg': 3, 'neu': 20}","{'pos': 3, 'neg': 1, 'neu': 23}","{'pos': 2.1, 'neg': 2.4, 'neu': 12.6}","{'pos': 3.6, 'neg': 1.2, 'neu': 20.0}",1.043290043,1.082987552,0.98013245,1.112676056,,1.02543882,1.111079465
Pure Water,Mustard & Migos,"{'woo': 15, 'big': 10, 'afford': 8, 'pure': 4, 'eat': 2, 'many': 1, 'dismantle': 1, 'easy': 1, 'dirty': 1, 'prayed': 1, 'repent': 1, 'told': 1, 'spend': 1, 'rotate': 1}","{'pos': 16, 'neg': 1, 'neu': 31}","{'pos': 6, 'neg': 1, 'neu': 41}","{'pos': 12.2, 'neg': 0.8, 'neu': 16.4}","{'pos': 7.2, 'neg': 0.8, 'neu': 36.8}",1.46728972,1.118764846,1.658959538,1.169761273,,0.982873046,1.052368484
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,"{'remember': 8, 'big': 2, 'grow': 1, 'dismiss': 1, 'sing': 1, 'gifted': 1, 'numb': 1, 'mixed': 1, 'twisted': 1, 'become': 1, 'prevail': 1, 'quit': 1, 'forgot': 1, 'fresh': 1, 'bring': 1, 'sober': 1}","{'pos': 1, 'neg': 1, 'neu': 22}","{'pos': 2, 'neg': 2, 'neu': 20}","{'pos': 0.2, 'neg': 0.8, 'neu': 16.5}","{'pos': 2.0, 'neg': 1.6, 'neu': 16.8}",1,1,0.965517241,1.021621622,,0.997068308,0.996988859
